% nodeID , nodeType , latDeg , lonDeg , altMeters , parcelWtLbs
0, 0, 37.499694, 126.906306, 0.000000, -1.000000
1, 1, 37.496579, 126.927519, 0.000000, 1.000000
2, 1, 37.500114, 126.956933, 0.000000, 4.000000
3, 1, 37.507324, 126.947328, 0.000000, 5.000000
4, 1, 37.513995, 126.911832, 0.000000, 5.000000
5, 1, 37.509578, 126.953197, 0.000000, 100.000000
6, 1, 37.498018, 126.924343, 0.000000, 2.000000
7, 1, 37.502467, 126.940291, 0.000000, 4.000000
8, 1, 37.513782, 126.940052, 0.000000, 1.000000
9, 1, 37.495617, 126.906135, 0.000000, 5.000000
10, 1, 37.498359, 126.916511, 0.000000, 4.000000
11, 1, 37.496357, 126.936483, 0.000000, 3.000000
12, 1, 37.511991, 126.907015, 0.000000, 5.000000
13, 1, 37.506954, 126.942729, 0.000000, 3.000000
14, 1, 37.509745, 126.905799, 0.000000, 3.000000
15, 1, 37.495709, 126.920724, 0.000000, 3.000000
16, 1, 37.499687, 126.905202, 0.000000, 4.000000
17, 1, 37.502438, 126.934581, 0.000000, 1.000000
18, 1, 37.495108, 126.920959, 0.000000, 100.000000
19, 1, 37.499696, 126.924910, 0.000000, 3.000000
20, 1, 37.506406, 126.946851, 0.000000, 4.000000
21, 1, 37.507840, 126.910256, 0.000000, 3.000000
22, 1, 37.497927, 126.927205, 0.000000, 3.000000
23, 1, 37.505095, 126.921156, 0.000000, 3.000000
24, 1, 37.502612, 126.925353, 0.000000, 100.000000
25, 1, 37.506895, 126.907615, 0.000000, 2.000000
26, 1, 37.497041, 126.946532, 0.000000, 2.000000
27, 1, 37.496860, 126.945810, 0.000000, 1.000000
28, 1, 37.503672, 126.930639, 0.000000, 3.000000
29, 1, 37.506831, 126.906756, 0.000000, 3.000000
30, 1, 37.507615, 126.956473, 0.000000, 1.000000
31, 1, 37.512024, 126.944837, 0.000000, 1.000000
32, 1, 37.508512, 126.919189, 0.000000, 5.000000
33, 1, 37.501123, 126.907823, 0.000000, 2.000000
34, 1, 37.507976, 126.956654, 0.000000, 5.000000
35, 1, 37.513336, 126.947156, 0.000000, 100.000000
36, 1, 37.503315, 126.905822, 0.000000, 3.000000
37, 1, 37.509615, 126.907747, 0.000000, 2.000000
38, 1, 37.509994, 126.947748, 0.000000, 1.000000
39, 1, 37.504684, 126.920689, 0.000000, 1.000000
40, 1, 37.504744, 126.919843, 0.000000, 4.000000
41, 1, 37.501043, 126.905410, 0.000000, 100.000000
42, 1, 37.494778, 126.903755, 0.000000, 1.000000
43, 1, 37.494865, 126.910636, 0.000000, 3.000000
44, 1, 37.500868, 126.938768, 0.000000, 4.000000
45, 1, 37.509844, 126.945218, 0.000000, 1.000000
46, 1, 37.501418, 126.935948, 0.000000, 4.000000
47, 1, 37.496291, 126.931262, 0.000000, 1.000000
48, 1, 37.495950, 126.930260, 0.000000, 2.000000
49, 1, 37.506904, 126.910821, 0.000000, 100.000000
50, 1, 37.495593, 126.904423, 0.000000, 1.000000
