% nodeID , nodeType , latDeg , lonDeg , altMeters , parcelWtLbs
0, 0, 37.507463, 126.915418, 0.000000, -1.000000
1, 1, 37.494955, 126.955012, 0.000000, 3.000000
2, 1, 37.507957, 126.941707, 0.000000, 100.000000
3, 1, 37.505369, 126.953036, 0.000000, 3.000000
4, 1, 37.511422, 126.919882, 0.000000, 2.000000
5, 1, 37.500541, 126.955384, 0.000000, 100.000000
6, 1, 37.504174, 126.925540, 0.000000, 4.000000
7, 1, 37.509506, 126.938856, 0.000000, 4.000000
8, 1, 37.504719, 126.925967, 0.000000, 4.000000
9, 1, 37.504170, 126.926799, 0.000000, 100.000000
10, 1, 37.504930, 126.940958, 0.000000, 2.000000
11, 1, 37.501676, 126.927718, 0.000000, 5.000000
12, 1, 37.504051, 126.925701, 0.000000, 1.000000
13, 1, 37.496862, 126.915820, 0.000000, 2.000000
14, 1, 37.497432, 126.918341, 0.000000, 100.000000
15, 1, 37.501982, 126.954921, 0.000000, 5.000000
16, 1, 37.498574, 126.911949, 0.000000, 2.000000
17, 1, 37.495421, 126.909468, 0.000000, 1.000000
18, 1, 37.505102, 126.909221, 0.000000, 4.000000
19, 1, 37.499191, 126.914879, 0.000000, 3.000000
20, 1, 37.512718, 126.940664, 0.000000, 3.000000
21, 1, 37.501936, 126.908562, 0.000000, 5.000000
22, 1, 37.506639, 126.929408, 0.000000, 4.000000
23, 1, 37.503011, 126.931656, 0.000000, 1.000000
24, 1, 37.503394, 126.911018, 0.000000, 100.000000
25, 1, 37.510016, 126.926937, 0.000000, 2.000000
26, 1, 37.501613, 126.956802, 0.000000, 4.000000
27, 1, 37.499145, 126.952002, 0.000000, 5.000000
28, 1, 37.510468, 126.906974, 0.000000, 4.000000
29, 1, 37.512361, 126.915564, 0.000000, 5.000000
30, 1, 37.510738, 126.933864, 0.000000, 3.000000
31, 1, 37.509993, 126.954013, 0.000000, 5.000000
32, 1, 37.508032, 126.923531, 0.000000, 4.000000
33, 1, 37.494528, 126.954454, 0.000000, 5.000000
34, 1, 37.501835, 126.924514, 0.000000, 5.000000
35, 1, 37.502951, 126.952808, 0.000000, 1.000000
36, 1, 37.506960, 126.946039, 0.000000, 5.000000
37, 1, 37.511681, 126.913348, 0.000000, 5.000000
38, 1, 37.509312, 126.942849, 0.000000, 4.000000
39, 1, 37.507514, 126.925182, 0.000000, 3.000000
40, 1, 37.505595, 126.930535, 0.000000, 3.000000
41, 1, 37.495250, 126.929652, 0.000000, 3.000000
42, 1, 37.502151, 126.952941, 0.000000, 2.000000
43, 1, 37.498377, 126.938582, 0.000000, 4.000000
44, 1, 37.508832, 126.956712, 0.000000, 100.000000
45, 1, 37.497031, 126.923619, 0.000000, 1.000000
46, 1, 37.511201, 126.954796, 0.000000, 2.000000
47, 1, 37.507609, 126.937939, 0.000000, 2.000000
48, 1, 37.507832, 126.942385, 0.000000, 2.000000
49, 1, 37.503183, 126.953902, 0.000000, 100.000000
50, 1, 37.498636, 126.925144, 0.000000, 2.000000
51, 1, 37.512789, 126.941426, 0.000000, 4.000000
52, 1, 37.494081, 126.950492, 0.000000, 100.000000
53, 1, 37.509056, 126.910846, 0.000000, 100.000000
54, 1, 37.513378, 126.924758, 0.000000, 3.000000
55, 1, 37.509033, 126.941746, 0.000000, 1.000000
56, 1, 37.501923, 126.940692, 0.000000, 1.000000
57, 1, 37.494921, 126.927218, 0.000000, 4.000000
58, 1, 37.495806, 126.955654, 0.000000, 4.000000
59, 1, 37.508936, 126.918099, 0.000000, 3.000000
60, 1, 37.511514, 126.941505, 0.000000, 4.000000
61, 1, 37.507774, 126.915125, 0.000000, 2.000000
62, 1, 37.496976, 126.926235, 0.000000, 5.000000
63, 1, 37.508687, 126.909532, 0.000000, 2.000000
64, 1, 37.505475, 126.905388, 0.000000, 1.000000
65, 1, 37.507820, 126.943908, 0.000000, 4.000000
66, 1, 37.498495, 126.942555, 0.000000, 3.000000
67, 1, 37.498677, 126.919435, 0.000000, 100.000000
68, 1, 37.512945, 126.955275, 0.000000, 4.000000
69, 1, 37.509040, 126.920558, 0.000000, 100.000000
70, 1, 37.501870, 126.942583, 0.000000, 3.000000
71, 1, 37.505679, 126.910433, 0.000000, 1.000000
72, 1, 37.502859, 126.905757, 0.000000, 100.000000
73, 1, 37.512052, 126.938838, 0.000000, 100.000000
74, 1, 37.496088, 126.910915, 0.000000, 100.000000
75, 1, 37.513478, 126.916326, 0.000000, 1.000000
76, 1, 37.502798, 126.946296, 0.000000, 4.000000
77, 1, 37.495582, 126.949933, 0.000000, 100.000000
78, 1, 37.508186, 126.915724, 0.000000, 3.000000
79, 1, 37.494263, 126.927800, 0.000000, 2.000000
80, 1, 37.505021, 126.918808, 0.000000, 100.000000
81, 1, 37.502628, 126.927583, 0.000000, 100.000000
82, 1, 37.496229, 126.939575, 0.000000, 5.000000
83, 1, 37.505587, 126.923333, 0.000000, 2.000000
84, 1, 37.505144, 126.956658, 0.000000, 4.000000
85, 1, 37.501461, 126.949157, 0.000000, 3.000000
86, 1, 37.499004, 126.920163, 0.000000, 3.000000
87, 1, 37.502117, 126.950575, 0.000000, 4.000000
88, 1, 37.510147, 126.936275, 0.000000, 3.000000
89, 1, 37.501808, 126.934466, 0.000000, 2.000000
90, 1, 37.508527, 126.930274, 0.000000, 4.000000
91, 1, 37.504694, 126.918546, 0.000000, 100.000000
