% nodeID , nodeType , latDeg , lonDeg , altMeters , parcelWtLbs
0, 0, 37.497052, 126.916208, 0.000000, -1.000000
1, 1, 37.513551, 126.904185, 0.000000, 1.000000
2, 1, 37.509631, 126.910294, 0.000000, 100.000000
3, 1, 37.495472, 126.946628, 0.000000, 4.000000
4, 1, 37.500869, 126.908132, 0.000000, 4.000000
5, 1, 37.502566, 126.951557, 0.000000, 100.000000
6, 1, 37.505158, 126.922037, 0.000000, 3.000000
7, 1, 37.510975, 126.948301, 0.000000, 3.000000
8, 1, 37.498592, 126.918463, 0.000000, 1.000000
9, 1, 37.500563, 126.905132, 0.000000, 2.000000
10, 1, 37.511065, 126.930128, 0.000000, 5.000000
11, 1, 37.496722, 126.913232, 0.000000, 4.000000
12, 1, 37.499758, 126.919852, 0.000000, 1.000000
13, 1, 37.495498, 126.936106, 0.000000, 4.000000
14, 1, 37.499061, 126.927764, 0.000000, 2.000000
15, 1, 37.496206, 126.920836, 0.000000, 4.000000
16, 1, 37.497459, 126.908326, 0.000000, 100.000000
17, 1, 37.506708, 126.915796, 0.000000, 5.000000
18, 1, 37.508660, 126.944841, 0.000000, 2.000000
19, 1, 37.504528, 126.920227, 0.000000, 3.000000
20, 1, 37.510697, 126.942914, 0.000000, 5.000000
21, 1, 37.511214, 126.948308, 0.000000, 2.000000
22, 1, 37.499308, 126.912792, 0.000000, 3.000000
23, 1, 37.511975, 126.942447, 0.000000, 100.000000
24, 1, 37.512466, 126.903257, 0.000000, 1.000000
25, 1, 37.497032, 126.947656, 0.000000, 5.000000
