% nodeID , nodeType , latDeg , lonDeg , altMeters , parcelWtLbs
0, 0, 35.539366, 129.353568, 0.000000, -1.000000
1, 1, 35.533091, 129.306963, 0.000000, 5.000000
2, 1, 35.543866, 129.306849, 0.000000, 4.000000
3, 1, 35.522336, 129.316328, 0.000000, 2.000000
4, 1, 35.544792, 129.341914, 0.000000, 3.000000
5, 1, 35.531778, 129.319997, 0.000000, 2.000000
6, 1, 35.524436, 129.308456, 0.000000, 3.000000
7, 1, 35.542290, 129.340951, 0.000000, 5.000000
8, 1, 35.538692, 129.344371, 0.000000, 100.000000
9, 1, 35.523416, 129.327468, 0.000000, 5.000000
10, 1, 35.535680, 129.331850, 0.000000, 2.000000
11, 1, 35.527465, 129.348166, 0.000000, 1.000000
12, 1, 35.528600, 129.350171, 0.000000, 100.000000
13, 1, 35.534474, 129.332521, 0.000000, 5.000000
14, 1, 35.521775, 129.325530, 0.000000, 3.000000
15, 1, 35.535147, 129.328419, 0.000000, 1.000000
16, 1, 35.521548, 129.323387, 0.000000, 5.000000
17, 1, 35.543007, 129.331449, 0.000000, 1.000000
18, 1, 35.538150, 129.342564, 0.000000, 100.000000
19, 1, 35.544947, 129.336398, 0.000000, 4.000000
20, 1, 35.523269, 129.329432, 0.000000, 3.000000
21, 1, 35.523920, 129.353528, 0.000000, 100.000000
22, 1, 35.524262, 129.336240, 0.000000, 5.000000
23, 1, 35.527211, 129.352249, 0.000000, 1.000000
24, 1, 35.527869, 129.334351, 0.000000, 3.000000
25, 1, 35.531732, 129.308562, 0.000000, 5.000000
26, 1, 35.535411, 129.334516, 0.000000, 5.000000
27, 1, 35.523375, 129.352613, 0.000000, 2.000000
28, 1, 35.530258, 129.311598, 0.000000, 5.000000
29, 1, 35.521201, 129.351650, 0.000000, 3.000000
30, 1, 35.523145, 129.308027, 0.000000, 4.000000
31, 1, 35.539456, 129.321397, 0.000000, 100.000000
32, 1, 35.521316, 129.340984, 0.000000, 2.000000
33, 1, 35.529223, 129.350930, 0.000000, 1.000000
34, 1, 35.539569, 129.329363, 0.000000, 1.000000
35, 1, 35.523850, 129.318724, 0.000000, 3.000000
36, 1, 35.537033, 129.307540, 0.000000, 100.000000
37, 1, 35.532714, 129.338618, 0.000000, 5.000000
38, 1, 35.537672, 129.321026, 0.000000, 100.000000
39, 1, 35.521386, 129.334495, 0.000000, 2.000000
40, 1, 35.533041, 129.352091, 0.000000, 2.000000
41, 1, 35.541902, 129.318837, 0.000000, 1.000000
42, 1, 35.534738, 129.313822, 0.000000, 2.000000
43, 1, 35.538245, 129.344896, 0.000000, 4.000000
44, 1, 35.543935, 129.337596, 0.000000, 5.000000
45, 1, 35.541899, 129.318697, 0.000000, 100.000000
46, 1, 35.537107, 129.350246, 0.000000, 3.000000
47, 1, 35.536795, 129.328341, 0.000000, 1.000000
48, 1, 35.543659, 129.333738, 0.000000, 3.000000
49, 1, 35.537574, 129.322985, 0.000000, 4.000000
50, 1, 35.530438, 129.331853, 0.000000, 100.000000
51, 1, 35.525535, 129.333961, 0.000000, 2.000000
52, 1, 35.539259, 129.323241, 0.000000, 5.000000
53, 1, 35.537013, 129.323258, 0.000000, 1.000000
54, 1, 35.534485, 129.336128, 0.000000, 2.000000
55, 1, 35.530733, 129.346117, 0.000000, 100.000000
56, 1, 35.535284, 129.313447, 0.000000, 2.000000
57, 1, 35.543630, 129.337593, 0.000000, 4.000000
58, 1, 35.534216, 129.321237, 0.000000, 100.000000
59, 1, 35.544754, 129.349701, 0.000000, 2.000000
60, 1, 35.526091, 129.350192, 0.000000, 4.000000
61, 1, 35.540668, 129.352736, 0.000000, 4.000000
62, 1, 35.542144, 129.339546, 0.000000, 100.000000
63, 1, 35.521105, 129.336328, 0.000000, 5.000000
64, 1, 35.525955, 129.351765, 0.000000, 5.000000
65, 1, 35.538030, 129.345272, 0.000000, 3.000000
66, 1, 35.537444, 129.334108, 0.000000, 3.000000
67, 1, 35.527121, 129.342409, 0.000000, 2.000000
68, 1, 35.543215, 129.326817, 0.000000, 100.000000
69, 1, 35.537883, 129.308627, 0.000000, 2.000000
70, 1, 35.541800, 129.353569, 0.000000, 5.000000
71, 1, 35.528494, 129.333095, 0.000000, 4.000000
72, 1, 35.522462, 129.312968, 0.000000, 3.000000
73, 1, 35.535343, 129.321648, 0.000000, 4.000000
74, 1, 35.537573, 129.336560, 0.000000, 5.000000
75, 1, 35.527121, 129.340220, 0.000000, 4.000000
76, 1, 35.529773, 129.351276, 0.000000, 100.000000
77, 1, 35.541439, 129.353542, 0.000000, 2.000000
78, 1, 35.540572, 129.310283, 0.000000, 3.000000
79, 1, 35.542742, 129.335151, 0.000000, 3.000000
80, 1, 35.524250, 129.320590, 0.000000, 4.000000
81, 1, 35.530554, 129.306137, 0.000000, 4.000000
82, 1, 35.541408, 129.353684, 0.000000, 1.000000
83, 1, 35.523078, 129.345633, 0.000000, 4.000000
84, 1, 35.541004, 129.351899, 0.000000, 4.000000
85, 1, 35.521331, 129.339691, 0.000000, 2.000000
86, 1, 35.542812, 129.334549, 0.000000, 1.000000
87, 1, 35.540865, 129.316251, 0.000000, 5.000000
88, 1, 35.529311, 129.338915, 0.000000, 4.000000
89, 1, 35.539317, 129.331964, 0.000000, 2.000000
90, 1, 35.533342, 129.346449, 0.000000, 100.000000
91, 1, 35.522453, 129.310107, 0.000000, 5.000000
92, 1, 35.537452, 129.307283, 0.000000, 3.000000
93, 1, 35.521393, 129.311382, 0.000000, 1.000000
94, 1, 35.538406, 129.317184, 0.000000, 2.000000
95, 1, 35.539393, 129.312332, 0.000000, 5.000000
96, 1, 35.530926, 129.334617, 0.000000, 1.000000
97, 1, 35.531252, 129.330916, 0.000000, 4.000000
98, 1, 35.533762, 129.351521, 0.000000, 2.000000
99, 1, 35.539985, 129.345958, 0.000000, 4.000000
100, 1, 35.528839, 129.352901, 0.000000, 1.000000
