% from location i, to location j, time [sec], distance [meters]
0, 0, 0.000000, 0.000000
0, 1, 359.782342, 4029.562229
0, 2, 191.900361, 2149.284038
0, 3, 381.023682, 4267.465237
0, 4, 270.324982, 3027.639801
0, 5, 290.026197, 3248.293410
0, 6, 169.713850, 1900.795115
0, 7, 415.885233, 4657.914611
0, 8, 182.057553, 2039.044598
1, 0, 359.782342, 4029.562229
1, 1, 0.000000, 0.000000
1, 2, 357.464332, 4003.600516
1, 3, 328.021615, 3673.842087
1, 4, 182.072631, 2039.213469
1, 5, 552.706793, 6190.316080
1, 6, 384.238153, 4303.467309
1, 7, 300.408352, 3364.573538
1, 8, 372.732077, 4174.599267
2, 0, 191.900361, 2149.284038
2, 1, 357.464332, 4003.600516
2, 2, 0.000000, 0.000000
2, 3, 315.019944, 3528.223372
2, 4, 235.644806, 2639.221828
2, 5, 211.897757, 2373.254876
2, 6, 39.057811, 437.447487
2, 7, 359.752332, 4029.226115
2, 8, 27.551736, 308.579445
3, 0, 381.023682, 4267.465237
3, 1, 328.021615, 3673.842087
3, 2, 315.019944, 3528.223372
3, 3, 0.000000, 0.000000
3, 4, 204.021319, 2285.038771
3, 5, 392.800941, 4399.370544
3, 6, 350.895458, 3930.029134
3, 7, 52.316694, 585.946976
3, 8, 339.389383, 3801.161092
4, 0, 270.324982, 3027.639801
4, 1, 182.072631, 2039.213469
4, 2, 235.644806, 2639.221828
4, 3, 204.021319, 2285.038771
4, 4, 0.000000, 0.000000
4, 5, 428.785362, 4802.396053
4, 6, 262.418627, 2939.088620
4, 7, 234.793730, 2629.689776
4, 8, 250.912552, 2810.220578
5, 0, 290.026197, 3248.293410
5, 1, 552.706793, 6190.316080
5, 2, 211.897757, 2373.254876
5, 3, 392.800941, 4399.370544
5, 4, 428.785362, 4802.396053
5, 5, 0.000000, 0.000000
5, 6, 188.617221, 2112.512872
5, 7, 437.533329, 4900.373287
5, 8, 200.960925, 2250.762355
6, 0, 169.713850, 1900.795115
6, 1, 384.238153, 4303.467309
6, 2, 39.057811, 437.447487
6, 3, 350.895458, 3930.029134
6, 4, 262.418627, 2939.088620
6, 5, 188.617221, 2112.512872
6, 6, 0.000000, 0.000000
6, 7, 395.627846, 4431.031877
6, 8, 24.202154, 271.064124
7, 0, 415.885233, 4657.914611
7, 1, 300.408352, 3364.573538
7, 2, 359.752332, 4029.226115
7, 3, 52.316694, 585.946976
7, 4, 234.793730, 2629.689776
7, 5, 437.533329, 4900.373287
7, 6, 395.627846, 4431.031877
7, 7, 0.000000, 0.000000
7, 8, 384.121771, 4302.163835
8, 0, 182.057553, 2039.044598
8, 1, 372.732077, 4174.599267
8, 2, 27.551736, 308.579445
8, 3, 339.389383, 3801.161092
8, 4, 250.912552, 2810.220578
8, 5, 200.960925, 2250.762355
8, 6, 24.202154, 271.064124
8, 7, 384.121771, 4302.163835
8, 8, 0.000000, 0.000000
