% from location i, to location j, time [sec], distance [meters]
0, 0, 0.000000, 0.000000
0, 1, 195.833392, 2193.333994
0, 2, 161.457578, 1808.324870
0, 3, 163.246413, 1828.359822
0, 4, 120.712073, 1351.975222
0, 5, 325.877724, 3649.830514
0, 6, 176.919868, 1981.502527
0, 7, 192.174219, 2152.351251
0, 8, 292.426331, 3275.174906
0, 9, 241.387760, 2703.542916
0, 10, 204.640167, 2291.969868
0, 11, 133.347970, 1493.497264
0, 12, 268.630998, 3008.667177
0, 13, 143.667401, 1609.074893
0, 14, 213.394244, 2390.015533
0, 15, 160.537763, 1798.022948
0, 16, 102.311175, 1145.885157
0, 17, 276.944651, 3101.780088
0, 18, 301.464357, 3376.400797
0, 19, 162.113579, 1815.672088
0, 20, 75.414003, 844.636834
0, 21, 218.030995, 2441.947149
0, 22, 148.500353, 1663.203956
0, 23, 167.733869, 1878.619335
0, 24, 334.799054, 3749.749403
0, 25, 80.839562, 905.403090
0, 26, 61.486834, 688.652543
0, 27, 145.452639, 1629.069555
0, 28, 200.932439, 2250.443320
0, 29, 205.649898, 2303.278860
0, 30, 48.139567, 539.163145
0, 31, 284.355728, 3184.784151
0, 32, 111.444310, 1248.176267
0, 33, 320.633089, 3591.090592
0, 34, 200.145021, 2241.624233
0, 35, 232.561700, 2604.691044
0, 36, 159.956105, 1791.508379
0, 37, 164.017790, 1836.999245
0, 38, 48.904340, 547.728612
0, 39, 228.945020, 2564.184225
0, 40, 233.566344, 2615.943052
0, 41, 260.326239, 2915.653876
0, 42, 132.991888, 1489.509148
0, 43, 194.747691, 2181.174140
0, 44, 293.105088, 3282.776981
0, 45, 267.719235, 2998.455428
0, 46, 173.337757, 1941.382881
0, 47, 128.736106, 1441.844384
0, 48, 163.468893, 1830.851597
0, 49, 238.840132, 2675.009483
0, 50, 74.025963, 829.090786
0, 51, 13.939109, 156.118023
0, 52, 197.001233, 2206.413811
0, 53, 210.933280, 2362.452733
0, 54, 173.821890, 1946.805169
0, 55, 215.298895, 2411.347628
0, 56, 209.861983, 2350.454206
0, 57, 158.614646, 1776.484032
0, 58, 137.319212, 1537.975173
0, 59, 226.389373, 2535.560972
0, 60, 200.462214, 2245.176792
0, 61, 222.635072, 2493.512811
0, 62, 155.772152, 1744.648107
0, 63, 151.508550, 1696.895757
0, 64, 188.122577, 2106.972857
0, 65, 79.598531, 891.503552
0, 66, 137.690021, 1542.128236
0, 67, 303.341743, 3397.427521
0, 68, 238.638787, 2672.754412
0, 69, 206.737331, 2315.458102
0, 70, 243.954256, 2732.287671
0, 71, 145.657522, 1631.364250
0, 72, 233.057451, 2610.243452
0, 73, 243.400549, 2726.086149
0, 74, 40.015257, 448.170881
0, 75, 182.069568, 2039.179159
0, 76, 94.880148, 1062.657658
0, 77, 278.069822, 3114.382007
0, 78, 231.954210, 2597.887151
0, 79, 127.546012, 1428.515330
0, 80, 115.263523, 1290.951458
0, 81, 198.955908, 2228.306167
0, 82, 151.489611, 1696.683640
0, 83, 137.436194, 1539.285373
0, 84, 205.371450, 2300.160236
0, 85, 271.651538, 3042.497221
0, 86, 98.606288, 1104.390423
0, 87, 286.148187, 3204.859689
0, 88, 78.865298, 883.291342
0, 89, 285.199408, 3194.233368
0, 90, 181.354293, 2031.168082
0, 91, 131.100760, 1468.328508
0, 92, 206.374637, 2311.395938
0, 93, 258.286969, 2892.814048
0, 94, 196.988825, 2206.274836
0, 95, 36.710487, 411.157449
0, 96, 177.815065, 1991.528726
0, 97, 151.314634, 1694.723905
0, 98, 309.441062, 3465.739895
0, 99, 219.686305, 2460.486616
0, 100, 291.243618, 3261.928524
0, 101, 236.011890, 2643.333171
0, 102, 95.261733, 1066.931409
0, 103, 74.726966, 836.942017
0, 104, 121.127914, 1356.632642
0, 105, 212.701053, 2382.251796
0, 106, 257.584025, 2884.941084
0, 107, 190.498125, 2133.579005
