% from location i, to location j, time [sec], distance [meters]
0, 0, 0.000000, 0.000000
0, 1, 170.298909, 1907.347780
0, 2, 353.436895, 3958.493224
0, 3, 118.923181, 1331.939623
0, 4, 189.638945, 2123.956187
0, 5, 163.106380, 1826.791453
0, 6, 131.177718, 1469.190436
0, 7, 164.580976, 1843.306935
0, 8, 113.912811, 1275.823479
0, 9, 166.758482, 1867.694999
0, 10, 325.552864, 3646.192071
0, 11, 194.230716, 2175.384019
0, 12, 112.020564, 1254.630312
0, 13, 228.952536, 2564.268407
0, 14, 155.585735, 1742.560229
0, 15, 227.044351, 2542.896731
0, 16, 154.492786, 1730.319199
0, 17, 150.387615, 1684.341284
0, 18, 162.905238, 1824.538666
0, 19, 119.383556, 1337.095829
0, 20, 122.796116, 1375.316501
0, 21, 110.330985, 1235.707037
0, 22, 105.426209, 1180.773543
0, 23, 331.139358, 3708.760807
0, 24, 227.046731, 2542.923393
0, 25, 112.550602, 1260.566740
0, 26, 151.120921, 1692.554316
0, 27, 131.703623, 1475.080576
0, 28, 90.626833, 1015.020535
0, 29, 163.658140, 1832.971169
0, 30, 244.268658, 2735.808973
0, 31, 137.981020, 1545.387426
0, 32, 184.660650, 2068.199280
0, 33, 135.704535, 1519.890788
0, 34, 24.112519, 270.060211
0, 35, 196.698958, 2203.028330
0, 36, 165.971938, 1858.885703
0, 37, 104.465402, 1170.012498
0, 38, 208.400483, 2334.085415
0, 39, 143.623323, 1608.581223
0, 40, 125.531949, 1405.957827
0, 41, 89.990027, 1007.888298
0, 42, 255.813108, 2865.106812
0, 43, 127.280497, 1425.541569
0, 44, 41.455187, 464.298099
0, 45, 190.029421, 2128.329514
0, 46, 387.587823, 4340.983620
0, 47, 168.980866, 1892.585700
0, 48, 299.879493, 3358.650321
0, 49, 124.757646, 1397.285639
0, 50, 210.842588, 2361.436981
0, 51, 194.050124, 2173.361389
0, 52, 195.312518, 2187.500205
0, 53, 343.812389, 3850.698752
0, 54, 349.469656, 3914.060147
0, 55, 248.360569, 2781.638371
0, 56, 159.557343, 1787.042241
0, 57, 345.049030, 3864.549130
0, 58, 126.150747, 1412.888367
0, 59, 94.077576, 1053.668847
0, 60, 352.645911, 3949.634200
0, 61, 327.225555, 3664.926211
0, 62, 101.636187, 1138.325298
0, 63, 231.853716, 2596.761617
0, 64, 133.888020, 1499.545827
0, 65, 155.880100, 1745.857116
0, 66, 218.727296, 2449.745719
0, 67, 212.666496, 2381.864754
0, 68, 104.354357, 1168.768797
0, 69, 250.944631, 2810.579864
0, 70, 354.557185, 3971.040477
0, 71, 286.051688, 3203.778907
0, 72, 255.890592, 2865.974631
0, 73, 190.906825, 2138.156439
0, 74, 140.270688, 1571.031700
0, 75, 83.452104, 934.663565
0, 76, 320.640487, 3591.173454
0, 77, 170.213020, 1906.385827
0, 78, 153.348790, 1717.506450
0, 79, 165.507518, 1853.684204
0, 80, 224.197386, 2511.010726
0, 81, 301.327738, 3374.870666
0, 82, 308.025382, 3449.884275
0, 83, 117.864539, 1320.082832
0, 84, 164.227319, 1839.345974
0, 85, 147.428913, 1651.203822
0, 86, 180.349975, 2019.919716
0, 87, 262.186220, 2936.485663
0, 88, 203.250838, 2276.409391
0, 89, 205.014846, 2296.166281
0, 90, 194.314586, 2176.323361
0, 91, 264.375874, 2961.009784
0, 92, 259.157867, 2902.568106
0, 93, 179.747668, 2013.173879
0, 94, 84.914905, 951.046931
0, 95, 242.626708, 2717.419129
0, 96, 171.880385, 1925.060313
0, 97, 243.142171, 2723.192310
0, 98, 166.146581, 1860.841704
0, 99, 248.445951, 2782.594652
0, 100, 223.129497, 2499.050371
1, 0, 170.298909, 1907.347780
1, 1, 0.000000, 0.000000
1, 2, 473.345231, 5301.466584
1, 3, 238.831516, 2674.912983
1, 4, 52.756657, 590.874563
1, 5, 294.755285, 3301.259197
1, 6, 216.751514, 2427.616959
1, 7, 296.229882, 3317.774679
1, 8, 155.830380, 1745.300254
1, 9, 295.980073, 3314.976820
1, 10, 445.461199, 4989.165431
1, 11, 57.348428, 642.302395
1, 12, 131.609098, 1474.021895
1, 13, 311.455663, 3488.303425
1, 14, 241.159531, 2700.986752
1, 15, 100.648816, 1127.266735
1, 16, 240.066582, 2688.745722
1, 17, 85.491715, 957.507212
1, 18, 282.813574, 3167.512026
1, 19, 63.717600, 713.637118
1, 20, 242.704452, 2718.289861
1, 21, 112.861801, 1264.052176
1, 22, 234.647800, 2628.055364
1, 23, 451.047693, 5051.734166
1, 24, 356.268323, 3990.205213
1, 25, 227.124143, 2543.790403
1, 26, 282.769827, 3167.022060
1, 27, 251.611959, 2818.053936
1, 28, 94.575521, 1059.245840
1, 29, 17.481123, 195.788582
1, 30, 133.118010, 1490.921707
1, 31, 267.202611, 2992.669247
1, 32, 44.507722, 498.486488
1, 33, 264.926126, 2967.172609
1, 34, 174.329670, 1952.492303
1, 35, 59.816670, 669.946707
1, 36, 295.193529, 3306.167524
1, 37, 200.914700, 2250.244640
1, 38, 337.622075, 3781.367236
1, 39, 270.881555, 3033.873416
1, 40, 211.105746, 2364.384350
1, 41, 224.255131, 2511.657471
1, 42, 375.721444, 4208.080172
1, 43, 138.591700, 1552.227035
1, 44, 151.824514, 1700.434553
1, 45, 319.251012, 3575.611335
1, 46, 492.030409, 5510.740577
1, 47, 288.889202, 3235.559060
1, 48, 419.787829, 4701.623681
1, 49, 253.979238, 2844.567460
1, 50, 340.064179, 3808.718802
1, 51, 319.177491, 3574.787897
1, 52, 315.220854, 3530.473564
1, 53, 463.720724, 5193.672112
1, 54, 469.377992, 5257.033507
1, 55, 367.418530, 4115.087538
1, 56, 91.845628, 1028.671033
1, 57, 464.957365, 5207.522490
1, 58, 211.724544, 2371.314889
1, 59, 85.277021, 955.102636
1, 60, 472.554246, 5292.607560
1, 61, 447.133890, 5007.899571
1, 62, 221.544523, 2481.298657
1, 63, 317.427512, 3555.188140
1, 64, 145.199223, 1626.231294
1, 65, 88.168385, 987.485907
1, 66, 304.301093, 3408.172241
1, 67, 182.715250, 2046.410801
1, 68, 233.575948, 2616.050618
1, 69, 370.852966, 4153.553224
1, 70, 458.999771, 5140.797434
1, 71, 405.960024, 4546.752267
1, 72, 375.798928, 4208.947991
1, 73, 60.610670, 678.839509
1, 74, 269.492279, 3018.313521
1, 75, 217.717209, 2438.432738
1, 76, 425.172909, 4761.936585
1, 77, 299.434611, 3353.667648
1, 78, 85.637075, 959.135241
1, 79, 251.081315, 2812.110727
1, 80, 344.105722, 3853.984086
1, 81, 421.236074, 4717.844025
1, 82, 427.933717, 4792.857635
1, 83, 66.471523, 744.481060
1, 84, 293.448910, 3286.627795
1, 85, 233.002709, 2609.630344
1, 86, 204.649799, 2292.077754
1, 87, 182.154885, 2040.134716
1, 88, 199.051761, 2229.379721
1, 89, 330.142213, 3697.592789
1, 90, 108.572671, 1216.013918
1, 91, 384.284209, 4303.983144
1, 92, 379.066202, 4245.541465
1, 93, 150.380115, 1684.257293
1, 94, 204.823240, 2294.020291
1, 95, 156.884793, 1757.109686
1, 96, 75.900875, 850.089803
1, 97, 359.144701, 4022.420657
1, 98, 132.045444, 1478.908977
1, 99, 368.354287, 4125.568012
1, 100, 343.037833, 3842.023731
2, 0, 353.436895, 3958.493224
2, 1, 473.345231, 5301.466584
2, 2, 0.000000, 0.000000
2, 3, 265.009138, 2968.102341
2, 4, 483.228661, 5412.161004
2, 5, 268.845882, 3011.073875
2, 6, 347.386173, 3890.725133
2, 7, 270.320478, 3027.589357
2, 8, 400.323257, 4483.620475
2, 9, 255.424149, 2860.750465
2, 10, 120.692914, 1351.760638
2, 11, 487.820432, 5463.588836
2, 12, 429.233698, 4807.417420
2, 13, 321.318999, 3598.772790
2, 14, 298.853695, 3347.161389
2, 15, 519.881755, 5822.675657
2, 16, 351.518114, 3937.002879
2, 17, 443.225019, 4964.120210
2, 18, 213.444184, 2390.574859
2, 19, 426.054806, 4771.813823
2, 20, 240.245315, 2690.747526
2, 21, 401.629857, 4498.254399
2, 22, 270.368370, 3028.125746
2, 23, 126.279408, 1414.329373
2, 24, 201.556729, 2257.435367
2, 25, 302.740296, 3390.691318
2, 26, 389.884422, 4366.705525
2, 27, 236.783205, 2651.971897
2, 28, 384.216549, 4303.225352
2, 29, 466.704462, 5227.089973
2, 30, 523.415659, 5862.255386
2, 31, 245.741305, 2752.302615
2, 32, 478.374355, 5357.792770
2, 33, 243.464819, 2726.805977
2, 34, 357.467656, 4003.637747
2, 35, 490.288674, 5491.233147
2, 36, 202.263267, 2265.348590
2, 37, 360.843355, 4041.445581
2, 38, 165.088558, 1848.991854
2, 39, 241.761135, 2707.724717
2, 40, 341.740404, 3827.492524
2, 41, 332.880298, 3728.259338
2, 42, 167.451869, 1875.460930
2, 43, 410.501759, 4597.619703
2, 44, 327.468588, 3667.648184
2, 45, 188.958838, 2116.338985
2, 46, 279.202417, 3127.067072
2, 47, 254.798889, 2853.747554
2, 48, 172.466972, 1931.630090
2, 49, 245.689571, 2751.723195
2, 50, 213.408423, 2390.174343
2, 51, 180.838448, 2025.390621
2, 52, 169.960528, 1903.557915
2, 53, 98.270689, 1100.631722
2, 54, 222.057135, 2487.039916
2, 55, 265.058317, 2968.653148
2, 56, 452.394747, 5066.821168
2, 57, 94.054847, 1053.414287
2, 58, 342.359202, 3834.423064
2, 59, 406.913090, 4557.426607
2, 60, 225.233390, 2522.613969
2, 61, 199.813034, 2237.905981
2, 62, 293.026727, 3281.899344
2, 63, 285.635262, 3199.114933
2, 64, 417.109282, 4671.623961
2, 65, 448.717504, 5025.636042
2, 66, 296.107098, 3316.399499
2, 67, 440.921994, 4938.326328
2, 68, 269.296518, 3016.121000
2, 69, 196.967302, 2206.033782
2, 70, 246.171779, 2757.123930
2, 71, 135.907014, 1522.158556
2, 72, 167.529353, 1876.328749
2, 73, 508.119960, 5690.943547
2, 74, 261.202612, 2925.469256
2, 75, 337.149594, 3776.075458
2, 76, 258.188541, 2891.711656
2, 77, 218.292749, 2444.878784
2, 78, 446.186194, 4997.285376
2, 79, 308.775479, 3458.285364
2, 80, 135.836147, 1521.364843
2, 81, 61.912867, 693.424106
2, 82, 103.165432, 1155.452842
2, 83, 411.454254, 4608.287649
2, 84, 231.059471, 2587.866077
2, 85, 344.454241, 3857.887502
2, 86, 407.453069, 4563.474368
2, 87, 513.539161, 5751.638600
2, 88, 430.353932, 4819.964043
2, 89, 191.803171, 2148.195513
2, 90, 478.164051, 5355.437376
2, 91, 107.154606, 1200.131591
2, 92, 102.011984, 1142.534224
2, 93, 462.968930, 5185.252013
2, 94, 276.305444, 3094.620977
2, 95, 501.109122, 5612.422161
2, 96, 464.717789, 5204.839240
2, 97, 258.639657, 2896.764156
2, 98, 449.367843, 5032.919838
2, 99, 108.065120, 1210.329349
2, 100, 239.827245, 2686.065148
3, 0, 118.923181, 1331.939623
3, 1, 238.831516, 2674.912983
3, 2, 265.009138, 2968.102341
3, 3, 0.000000, 0.000000
3, 4, 248.714947, 2785.607403
3, 5, 121.678458, 1362.798725
3, 6, 162.875033, 1824.200365
3, 7, 123.153054, 1379.314207
3, 8, 165.809542, 1857.066874
3, 9, 108.256725, 1212.475315
3, 10, 237.125106, 2655.801189
3, 11, 253.306717, 2837.035235
3, 12, 194.719984, 2180.863819
3, 13, 156.531319, 1753.150776
3, 14, 119.253764, 1335.642159
3, 15, 285.368041, 3196.122056
3, 16, 171.918183, 1925.483650
3, 17, 208.711304, 2337.566609
3, 18, 69.123329, 774.181290
3, 19, 191.541091, 2145.260222
3, 20, 46.590833, 521.817326
3, 21, 167.116143, 1871.700798
3, 22, 46.924452, 525.553859
3, 23, 242.711600, 2718.369924
3, 24, 165.928501, 1858.399206
3, 25, 68.226582, 764.137717
3, 26, 157.720564, 1766.470315
3, 27, 48.094100, 538.653924
3, 28, 149.702835, 1676.671751
3, 29, 232.190747, 2600.536372
3, 30, 293.604410, 3288.369388
3, 31, 79.479263, 890.167742
3, 32, 243.860640, 2731.239169
3, 33, 77.202777, 864.671104
3, 34, 122.953942, 1377.084146
3, 35, 255.774960, 2864.679546
3, 36, 104.853707, 1174.361517
3, 37, 126.329641, 1414.891980
3, 38, 147.056171, 1647.029112
3, 39, 76.043867, 851.691307
3, 40, 157.229264, 1760.967756
3, 41, 100.513768, 1125.754198
3, 42, 167.385351, 1874.715930
3, 43, 175.988045, 1971.066102
3, 44, 92.954873, 1041.094583
3, 45, 128.911190, 1443.805327
3, 46, 296.883482, 3325.094996
3, 47, 75.198958, 842.228324
3, 48, 211.451736, 2368.259438
3, 49, 66.255889, 742.065955
3, 50, 152.340830, 1706.217297
3, 51, 110.841398, 1241.423655
3, 52, 106.884761, 1197.109322
3, 53, 255.384631, 2860.307870
3, 54, 261.041899, 2923.669265
3, 55, 157.656227, 1765.749747
3, 56, 217.881033, 2440.267567
3, 57, 256.621272, 2874.158248
3, 58, 157.848062, 1767.898296
3, 59, 172.399376, 1930.873006
3, 60, 264.218153, 2959.243317
3, 61, 238.797797, 2674.535329
3, 62, 58.513013, 655.345743
3, 63, 159.432499, 1785.643987
3, 64, 182.595568, 2045.070360
3, 65, 214.203789, 2399.082441
3, 66, 146.306079, 1638.628088
3, 67, 244.363811, 2736.874683
3, 68, 45.852599, 513.549112
3, 69, 160.240289, 1794.691240
3, 70, 263.852844, 2955.151853
3, 71, 197.623931, 2213.388024
3, 72, 167.462835, 1875.583749
3, 73, 273.606245, 3064.389946
3, 74, 81.768930, 915.812016
3, 75, 102.635880, 1149.521857
3, 76, 229.936146, 2575.284830
3, 77, 111.711263, 1251.166143
3, 78, 211.672480, 2370.731775
3, 79, 129.175548, 1446.766134
3, 80, 135.769629, 1520.619843
3, 81, 212.899981, 2384.479783
3, 82, 219.597624, 2459.493393
3, 83, 176.940540, 1981.734048
3, 84, 105.725562, 1184.126290
3, 85, 164.854310, 1846.368272
3, 86, 212.047290, 2374.929645
3, 87, 310.893767, 3482.010196
3, 88, 234.948154, 2631.419320
3, 89, 121.806120, 1364.228546
3, 90, 243.650337, 2728.883775
3, 91, 175.948116, 1970.618902
3, 92, 170.730109, 1912.177223
3, 93, 228.455215, 2558.698412
3, 94, 41.791730, 468.067376
3, 95, 291.962459, 3269.979543
3, 96, 230.204075, 2578.285638
3, 97, 152.437829, 1707.303686
3, 98, 214.854128, 2406.366237
3, 99, 160.018194, 1792.203770
3, 100, 132.425156, 1483.161747
4, 0, 189.638945, 2123.956187
4, 1, 52.756657, 590.874563
4, 2, 483.228661, 5412.161004
4, 3, 248.714947, 2785.607403
4, 4, 0.000000, 0.000000
4, 5, 308.309477, 3453.066141
4, 6, 225.129278, 2521.447909
4, 7, 309.784073, 3469.581622
4, 8, 164.208143, 1839.131204
4, 9, 305.863504, 3425.671241
4, 10, 455.344630, 5099.859852
4, 11, 8.502727, 95.230540
4, 12, 168.889057, 1891.557435
4, 13, 319.833426, 3582.134375
4, 14, 249.537295, 2794.817701
4, 15, 51.803114, 580.194880
4, 16, 248.444346, 2782.576671
4, 17, 92.084559, 1031.347056
4, 18, 292.697004, 3278.206446
4, 19, 84.677356, 948.386391
4, 20, 252.587882, 2828.984282
4, 21, 121.239565, 1357.883125
4, 22, 244.531231, 2738.749785
4, 23, 460.931124, 5162.428587
4, 24, 366.151753, 4100.899634
