% nodeID , nodeType , latDeg , lonDeg , altMeters , parcelWtLbs
0, 0, 35.544453, 129.316603, 0.000000, -1.000000
1, 1, 35.532245, 129.344764, 0.000000, 1.000000
2, 1, 35.533601, 129.342713, 0.000000, 5.000000
3, 1, 35.530530, 129.347446, 0.000000, 4.000000
4, 1, 35.526317, 129.318040, 0.000000, 1.000000
5, 1, 35.529154, 129.330238, 0.000000, 4.000000
6, 1, 35.539990, 129.324940, 0.000000, 5.000000
7, 1, 35.532074, 129.332009, 0.000000, 5.000000
8, 1, 35.533050, 129.329898, 0.000000, 1.000000
9, 1, 35.534248, 129.325886, 0.000000, 2.000000
10, 1, 35.524186, 129.351044, 0.000000, 1.000000
11, 1, 35.543921, 129.313830, 0.000000, 3.000000
12, 1, 35.523422, 129.346772, 0.000000, 1.000000
13, 1, 35.524539, 129.342554, 0.000000, 1.000000
14, 1, 35.526571, 129.336104, 0.000000, 1.000000
15, 1, 35.524046, 129.350011, 0.000000, 5.000000
16, 1, 35.530697, 129.350937, 0.000000, 3.000000
17, 1, 35.537757, 129.329324, 0.000000, 5.000000
18, 1, 35.523365, 129.319932, 0.000000, 100.000000
19, 1, 35.525160, 129.339301, 0.000000, 1.000000
20, 1, 35.525363, 129.339129, 0.000000, 4.000000
21, 1, 35.540363, 129.324091, 0.000000, 2.000000
22, 1, 35.522745, 129.336047, 0.000000, 3.000000
23, 1, 35.539737, 129.333709, 0.000000, 2.000000
24, 1, 35.532369, 129.313013, 0.000000, 1.000000
25, 1, 35.542446, 129.321387, 0.000000, 100.000000
