% nodeID , nodeType , latDeg , lonDeg , altMeters , parcelWtLbs
0, 0, 37.501960, 126.914692, 0.000000, -1.000000
1, 1, 37.506512, 126.944323, 0.000000, 1.000000
2, 1, 37.497066, 126.940115, 0.000000, 4.000000
3, 1, 37.508751, 126.949584, 0.000000, 1.000000
4, 1, 37.513583, 126.950784, 0.000000, 1.000000
5, 1, 37.495685, 126.922482, 0.000000, 1.000000
6, 1, 37.513922, 126.933682, 0.000000, 2.000000
7, 1, 37.502395, 126.947461, 0.000000, 2.000000
8, 1, 37.512058, 126.903698, 0.000000, 100.000000
9, 1, 37.511085, 126.912103, 0.000000, 4.000000
10, 1, 37.494273, 126.915015, 0.000000, 2.000000
11, 1, 37.494783, 126.924699, 0.000000, 4.000000
12, 1, 37.505701, 126.947740, 0.000000, 4.000000
13, 1, 37.503517, 126.919631, 0.000000, 4.000000
14, 1, 37.499924, 126.945855, 0.000000, 1.000000
15, 1, 37.494537, 126.936050, 0.000000, 100.000000
16, 1, 37.500091, 126.940332, 0.000000, 4.000000
17, 1, 37.505703, 126.930111, 0.000000, 4.000000
18, 1, 37.503768, 126.915373, 0.000000, 3.000000
19, 1, 37.505124, 126.946506, 0.000000, 100.000000
20, 1, 37.504137, 126.938307, 0.000000, 100.000000
21, 1, 37.511400, 126.937435, 0.000000, 2.000000
22, 1, 37.503699, 126.905954, 0.000000, 4.000000
23, 1, 37.511805, 126.943274, 0.000000, 3.000000
24, 1, 37.513220, 126.906426, 0.000000, 1.000000
25, 1, 37.498885, 126.912380, 0.000000, 1.000000
