% from location i, to location j, time [sec], distance [meters]
0, 0, 0.000000, 0.000000
0, 1, 332.593892, 3725.051592
0, 2, 210.644990, 2359.223890
0, 3, 198.415348, 2222.251902
0, 4, 125.550140, 1406.161572
0, 5, 273.185191, 3059.674135
0, 6, 400.171641, 4481.922382
0, 7, 289.908143, 3246.971203
0, 8, 336.228972, 3765.764487
0, 9, 203.364108, 2277.678014
0, 10, 338.430883, 3790.425888
0, 11, 367.618109, 4117.322824
0, 12, 59.793436, 669.686488
0, 13, 333.431938, 3734.437704
0, 14, 274.725175, 3076.921961
0, 15, 98.342189, 1101.432512
0, 16, 233.088297, 2610.588932
0, 17, 414.500130, 4642.401461
0, 18, 308.659685, 3456.988474
0, 19, 59.536908, 666.813374
0, 20, 67.996988, 761.566266
0, 21, 184.549240, 2066.951487
0, 22, 151.424433, 1695.953649
0, 23, 101.158900, 1132.979682
0, 24, 199.624594, 2235.795453
0, 25, 106.353222, 1191.156092
0, 26, 253.032144, 2833.960016
0, 27, 396.496092, 4440.756236
0, 28, 263.932354, 2956.042364
0, 29, 196.852343, 2204.746245
0, 30, 302.181751, 3384.435609
0, 31, 176.336465, 1974.968406
0, 32, 281.766173, 3155.781140
0, 33, 137.379482, 1538.650196
0, 34, 132.880127, 1488.257417
0, 35, 260.421735, 2916.723434
0, 36, 230.262729, 2578.942560
0, 37, 177.761348, 1990.927099
0, 38, 92.437541, 1035.300456
0, 39, 237.242499, 2657.115988
0, 40, 231.223195, 2589.699785
0, 41, 333.373128, 3733.779037
0, 42, 114.116567, 1278.105548
0, 43, 130.752954, 1464.433083
0, 44, 131.560606, 1473.478785
0, 45, 174.531654, 1954.754521
0, 46, 259.769498, 2909.418378
0, 47, 402.863288, 4512.068828
0, 48, 235.667652, 2639.477699
0, 49, 47.159755, 528.189260
0, 50, 403.656811, 4520.956278
1, 0, 332.593892, 3725.051592
1, 1, 0.000000, 0.000000
1, 2, 223.098930, 2498.708013
1, 3, 218.232972, 2444.209281
1, 4, 431.085387, 4828.156329
1, 5, 198.902660, 2227.709796
1, 6, 237.686492, 2662.088712
1, 7, 182.220231, 2040.866591
1, 8, 161.873602, 1812.984342
1, 9, 240.614860, 2694.886435
1, 10, 124.720170, 1396.865905
1, 11, 192.520256, 2156.226869
1, 12, 341.859791, 3828.829658
1, 13, 203.693100, 2281.362725
1, 14, 217.933516, 2440.855377
