% nodeID , nodeType , latDeg , lonDeg , altMeters , parcelWtLbs
0, 0, 35.521304, 129.311190, 0.000000, -1.000000
1, 1, 35.542021, 129.317761, 0.000000, 4.000000
2, 1, 35.535520, 129.351910, 0.000000, 1.000000
3, 1, 35.535813, 129.352817, 0.000000, 3.000000
4, 1, 35.526614, 129.351076, 0.000000, 5.000000
5, 1, 35.535865, 129.313920, 0.000000, 3.000000
6, 1, 35.540195, 129.325551, 0.000000, 4.000000
7, 1, 35.531135, 129.336564, 0.000000, 100.000000
8, 1, 35.522381, 129.319972, 0.000000, 4.000000
9, 1, 35.540958, 129.306944, 0.000000, 3.000000
10, 1, 35.534571, 129.333598, 0.000000, 100.000000
11, 1, 35.521687, 129.310421, 0.000000, 5.000000
12, 1, 35.525498, 129.306118, 0.000000, 1.000000
13, 1, 35.524110, 129.346877, 0.000000, 5.000000
14, 1, 35.543776, 129.312339, 0.000000, 4.000000
15, 1, 35.529807, 129.336953, 0.000000, 4.000000
16, 1, 35.521353, 129.323536, 0.000000, 2.000000
17, 1, 35.532511, 129.351641, 0.000000, 4.000000
18, 1, 35.544759, 129.351669, 0.000000, 3.000000
19, 1, 35.523935, 129.325386, 0.000000, 100.000000
20, 1, 35.529197, 129.321569, 0.000000, 100.000000
21, 1, 35.544808, 129.343443, 0.000000, 5.000000
22, 1, 35.526849, 129.346961, 0.000000, 2.000000
23, 1, 35.542908, 129.309071, 0.000000, 1.000000
24, 1, 35.542258, 129.323909, 0.000000, 1.000000
25, 1, 35.536098, 129.314889, 0.000000, 3.000000
26, 1, 35.522849, 129.324818, 0.000000, 3.000000
27, 1, 35.532776, 129.308196, 0.000000, 1.000000
28, 1, 35.531281, 129.342099, 0.000000, 3.000000
29, 1, 35.541265, 129.312191, 0.000000, 3.000000
30, 1, 35.538383, 129.336375, 0.000000, 3.000000
31, 1, 35.525833, 129.315119, 0.000000, 1.000000
32, 1, 35.541699, 129.350633, 0.000000, 4.000000
33, 1, 35.531357, 129.315205, 0.000000, 3.000000
34, 1, 35.527879, 129.314533, 0.000000, 1.000000
35, 1, 35.532470, 129.340981, 0.000000, 3.000000
36, 1, 35.528683, 129.321404, 0.000000, 3.000000
37, 1, 35.529607, 129.336718, 0.000000, 3.000000
38, 1, 35.539608, 129.318555, 0.000000, 4.000000
39, 1, 35.544309, 129.339791, 0.000000, 5.000000
40, 1, 35.544961, 129.311025, 0.000000, 3.000000
41, 1, 35.525545, 129.335127, 0.000000, 4.000000
