% nodeID , nodeType , latDeg , lonDeg , altMeters , parcelWtLbs
0, 0, 37.501474, 126.945611, 0.000000, -1.000000
1, 1, 37.503082, 126.933428, 0.000000, 2.000000
2, 1, 37.497509, 126.938703, 0.000000, 1.000000
3, 1, 37.503848, 126.908863, 0.000000, 1.000000
4, 1, 37.498495, 126.943322, 0.000000, 4.000000
5, 1, 37.498342, 126.947009, 0.000000, 100.000000
6, 1, 37.495664, 126.947695, 0.000000, 4.000000
7, 1, 37.504501, 126.954734, 0.000000, 100.000000
8, 1, 37.502020, 126.953885, 0.000000, 2.000000
9, 1, 37.508898, 126.906835, 0.000000, 1.000000
10, 1, 37.510914, 126.926517, 0.000000, 1.000000
11, 1, 37.494450, 126.953924, 0.000000, 5.000000
12, 1, 37.504972, 126.948003, 0.000000, 3.000000
13, 1, 37.508089, 126.948930, 0.000000, 3.000000
14, 1, 37.505106, 126.926307, 0.000000, 4.000000
15, 1, 37.507561, 126.937727, 0.000000, 4.000000
16, 1, 37.504489, 126.917910, 0.000000, 100.000000
17, 1, 37.506605, 126.930890, 0.000000, 2.000000
18, 1, 37.504984, 126.925023, 0.000000, 100.000000
19, 1, 37.506746, 126.953194, 0.000000, 4.000000
20, 1, 37.502092, 126.907934, 0.000000, 1.000000
21, 1, 37.508932, 126.910960, 0.000000, 3.000000
22, 1, 37.499530, 126.929635, 0.000000, 2.000000
23, 1, 37.502716, 126.912898, 0.000000, 2.000000
24, 1, 37.503355, 126.905057, 0.000000, 5.000000
25, 1, 37.502558, 126.931728, 0.000000, 100.000000
