% nodeID , nodeType , latDeg , lonDeg , altMeters , parcelWtLbs
0, 0, 37.511316, 126.907423, 0.000000, -1.000000
1, 1, 37.497766, 126.946152, 0.000000, 3.000000
2, 1, 37.510123, 126.918231, 0.000000, 100.000000
3, 1, 37.502100, 126.941446, 0.000000, 1.000000
4, 1, 37.498367, 126.903091, 0.000000, 2.000000
5, 1, 37.495866, 126.952303, 0.000000, 5.000000
6, 1, 37.501877, 126.923571, 0.000000, 3.000000
7, 1, 37.508777, 126.930410, 0.000000, 5.000000
8, 1, 37.506486, 126.935413, 0.000000, 1.000000
9, 1, 37.501775, 126.952494, 0.000000, 1.000000
10, 1, 37.508125, 126.921213, 0.000000, 4.000000
11, 1, 37.505130, 126.913464, 0.000000, 5.000000
12, 1, 37.512713, 126.938589, 0.000000, 4.000000
13, 1, 37.504483, 126.908571, 0.000000, 1.000000
14, 1, 37.496845, 126.907375, 0.000000, 4.000000
15, 1, 37.509517, 126.923958, 0.000000, 1.000000
16, 1, 37.507867, 126.938356, 0.000000, 2.000000
17, 1, 37.495638, 126.904476, 0.000000, 3.000000
18, 1, 37.509339, 126.920100, 0.000000, 3.000000
19, 1, 37.498056, 126.941828, 0.000000, 4.000000
20, 1, 37.494746, 126.929035, 0.000000, 2.000000
21, 1, 37.500531, 126.916143, 0.000000, 4.000000
22, 1, 37.502237, 126.940861, 0.000000, 100.000000
23, 1, 37.496937, 126.937304, 0.000000, 4.000000
24, 1, 37.507244, 126.950752, 0.000000, 5.000000
25, 1, 37.500232, 126.914489, 0.000000, 1.000000
