% nodeID , nodeType , latDeg , lonDeg , altMeters , parcelWtLbs
0, 0, 37.512716, 126.947440, 0.000000, -1.000000
1, 1, 37.512270, 126.926761, 0.000000, 5.000000
2, 1, 37.503436, 126.937398, 0.000000, 1.000000
3, 1, 37.506165, 126.916284, 0.000000, 3.000000
4, 1, 37.501845, 126.951467, 0.000000, 1.000000
5, 1, 37.512629, 126.927280, 0.000000, 4.000000
6, 1, 37.502462, 126.920231, 0.000000, 1.000000
7, 1, 37.497495, 126.938128, 0.000000, 1.000000
8, 1, 37.511914, 126.944593, 0.000000, 2.000000
9, 1, 37.502170, 126.934148, 0.000000, 2.000000
10, 1, 37.494175, 126.954693, 0.000000, 4.000000
11, 1, 37.505624, 126.919413, 0.000000, 3.000000
12, 1, 37.506513, 126.924845, 0.000000, 3.000000
13, 1, 37.508213, 126.912223, 0.000000, 2.000000
14, 1, 37.496619, 126.928133, 0.000000, 3.000000
15, 1, 37.501737, 126.914858, 0.000000, 5.000000
16, 1, 37.496250, 126.921248, 0.000000, 3.000000
17, 1, 37.511689, 126.929198, 0.000000, 2.000000
18, 1, 37.512573, 126.954854, 0.000000, 3.000000
19, 1, 37.504015, 126.909392, 0.000000, 1.000000
20, 1, 37.498942, 126.943003, 0.000000, 2.000000
21, 1, 37.498164, 126.947555, 0.000000, 4.000000
22, 1, 37.500366, 126.943638, 0.000000, 2.000000
23, 1, 37.494151, 126.916262, 0.000000, 3.000000
24, 1, 37.502515, 126.934324, 0.000000, 4.000000
25, 1, 37.500375, 126.943775, 0.000000, 3.000000
