% from location i, to location j, time [sec], distance [meters]
0, 0, 0.000000, 0.000000
0, 1, 258.924027, 2899.949104
0, 2, 95.082342, 1064.922234
0, 3, 332.067130, 3719.151859
0, 4, 373.058496, 4178.255160
0, 5, 71.303426, 798.598368
0, 6, 308.481468, 3454.992445
0, 7, 403.685765, 4521.280564
0, 8, 374.045277, 4189.307099
0, 9, 417.092665, 4671.437844
0, 10, 157.884199, 1768.303034
0, 11, 426.170690, 4773.111728
0, 12, 213.350358, 2389.524015
0, 13, 122.089699, 1367.404631
0, 14, 310.069661, 3472.780201
0, 15, 342.868506, 3840.127270
0, 16, 237.228404, 2656.958121
0, 17, 87.699978, 982.239758
0, 18, 141.280751, 1582.344411
0, 19, 82.604654, 925.172121
0, 20, 116.245559, 1301.950265
0, 21, 233.769627, 2618.219819
0, 22, 89.344109, 1000.654024
0, 23, 316.156237, 3540.949857
0, 24, 248.469631, 2782.859869
0, 25, 266.795138, 2988.105540
0, 26, 382.818459, 4287.566737
0, 27, 135.467880, 1517.240258
0, 28, 291.148396, 3260.862037
0, 29, 74.374287, 832.992016
0, 30, 242.065378, 2711.132233
0, 31, 358.813942, 4018.716152
0, 32, 167.321725, 1874.003321
0, 33, 320.188790, 3586.114447
0, 34, 411.875378, 4613.004229
0, 35, 263.503970, 2951.244460
0, 36, 176.499184, 1976.790864
0, 37, 101.651199, 1138.493428
0, 38, 291.003780, 3259.242332
0, 39, 309.556900, 3467.037279
0, 40, 362.416996, 4059.070353
0, 41, 70.277144, 787.104015
0, 42, 189.075797, 2117.648924
0, 43, 196.618437, 2202.126493
0, 44, 395.824643, 4433.235998
0, 45, 248.073696, 2778.425395
0, 46, 131.330797, 1470.904927
0, 47, 382.405298, 4282.939336
0, 48, 255.534276, 2861.983891
0, 49, 371.514212, 4160.959177
0, 50, 361.367565, 4047.316731
1, 0, 258.924027, 2899.949104
1, 1, 0.000000, 0.000000
1, 2, 221.200287, 2477.443219
1, 3, 221.104676, 2476.372366
1, 4, 262.096042, 2935.475667
1, 5, 305.880894, 3425.866015
1, 6, 138.761709, 1554.131143
1, 7, 283.769963, 3178.223585
1, 8, 159.546834, 1786.924542
1, 9, 247.372906, 2770.576542
1, 10, 147.573590, 1652.824212
1, 11, 256.450931, 2872.250426
1, 12, 174.586005, 1955.363261
1, 13, 177.275814, 1985.489114
1, 14, 199.107206, 2230.000708
1, 15, 191.098294, 2140.300888
1, 16, 67.508645, 756.096819
1, 17, 189.491940, 2122.309730
1, 18, 238.267837, 2668.599776
1, 19, 243.482719, 2727.006448
1, 20, 212.778437, 2383.118497
1, 21, 224.859002, 2518.420821
1, 22, 242.182942, 2712.448953
1, 23, 202.330060, 2266.096673
1, 24, 151.053808, 1691.802647
1, 25, 172.951286, 1937.054399
1, 26, 167.485508, 1875.837685
1, 27, 163.125405, 1827.004538
1, 28, 121.428637, 1360.000736
