% nodeID , nodeType , latDeg , lonDeg , altMeters , parcelWtLbs
0, 0, 35.528679, 129.346331, 0.000000, -1.000000
1, 1, 35.524472, 129.330478, 0.000000, 5.000000
2, 1, 35.525359, 129.332683, 0.000000, 3.000000
3, 1, 35.525342, 129.347060, 0.000000, 4.000000
4, 1, 35.521352, 129.327006, 0.000000, 3.000000
5, 1, 35.531119, 129.352449, 0.000000, 1.000000
6, 1, 35.523206, 129.328062, 0.000000, 2.000000
7, 1, 35.538819, 129.352883, 0.000000, 100.000000
8, 1, 35.530929, 129.334055, 0.000000, 5.000000
9, 1, 35.535756, 129.315519, 0.000000, 3.000000
10, 1, 35.529139, 129.343483, 0.000000, 3.000000
11, 1, 35.529805, 129.312413, 0.000000, 100.000000
12, 1, 35.539801, 129.306213, 0.000000, 5.000000
13, 1, 35.537068, 129.334753, 0.000000, 100.000000
14, 1, 35.535010, 129.307770, 0.000000, 4.000000
15, 1, 35.536267, 129.334748, 0.000000, 2.000000
16, 1, 35.525019, 129.335738, 0.000000, 3.000000
17, 1, 35.540140, 129.339027, 0.000000, 5.000000
18, 1, 35.541001, 129.309150, 0.000000, 1.000000
19, 1, 35.530205, 129.308350, 0.000000, 4.000000
20, 1, 35.538522, 129.309049, 0.000000, 2.000000
21, 1, 35.528472, 129.314373, 0.000000, 4.000000
22, 1, 35.532944, 129.345051, 0.000000, 5.000000
23, 1, 35.530954, 129.306283, 0.000000, 100.000000
24, 1, 35.531395, 129.312672, 0.000000, 5.000000
25, 1, 35.534364, 129.332784, 0.000000, 4.000000
