% nodeID , nodeType , latDeg , lonDeg , altMeters , parcelWtLbs
0, 0, 35.538839, 129.312852, 0.000000, -1.000000
1, 1, 35.538015, 129.344098, 0.000000, 5.000000
2, 1, 35.526585, 129.332962, 0.000000, 1.000000
3, 1, 35.534774, 129.328483, 0.000000, 4.000000
4, 1, 35.526590, 129.334843, 0.000000, 2.000000
5, 1, 35.542679, 129.308071, 0.000000, 1.000000
6, 1, 35.541639, 129.311676, 0.000000, 2.000000
7, 1, 35.544052, 129.308370, 0.000000, 4.000000
8, 1, 35.535455, 129.321882, 0.000000, 5.000000
9, 1, 35.533694, 129.312600, 0.000000, 5.000000
10, 1, 35.542261, 129.321675, 0.000000, 5.000000
11, 1, 35.543471, 129.338255, 0.000000, 100.000000
12, 1, 35.542893, 129.330084, 0.000000, 3.000000
13, 1, 35.523125, 129.331081, 0.000000, 4.000000
14, 1, 35.533167, 129.342099, 0.000000, 4.000000
15, 1, 35.542949, 129.317167, 0.000000, 3.000000
16, 1, 35.527967, 129.349820, 0.000000, 4.000000
17, 1, 35.523141, 129.309165, 0.000000, 1.000000
18, 1, 35.532813, 129.319643, 0.000000, 4.000000
19, 1, 35.528161, 129.335227, 0.000000, 4.000000
20, 1, 35.524330, 129.350939, 0.000000, 3.000000
21, 1, 35.536011, 129.348441, 0.000000, 2.000000
22, 1, 35.527048, 129.312432, 0.000000, 100.000000
23, 1, 35.533339, 129.347692, 0.000000, 3.000000
24, 1, 35.533823, 129.310520, 0.000000, 1.000000
25, 1, 35.541099, 129.314452, 0.000000, 100.000000
26, 1, 35.542666, 129.307035, 0.000000, 1.000000
27, 1, 35.535829, 129.322455, 0.000000, 5.000000
28, 1, 35.524825, 129.338871, 0.000000, 3.000000
29, 1, 35.537787, 129.317347, 0.000000, 1.000000
30, 1, 35.523264, 129.328265, 0.000000, 5.000000
31, 1, 35.529299, 129.351116, 0.000000, 4.000000
32, 1, 35.543422, 129.323640, 0.000000, 2.000000
33, 1, 35.544551, 129.340539, 0.000000, 5.000000
34, 1, 35.529949, 129.312761, 0.000000, 1.000000
35, 1, 35.543312, 129.330979, 0.000000, 1.000000
36, 1, 35.536870, 129.329109, 0.000000, 100.000000
37, 1, 35.525872, 129.337762, 0.000000, 4.000000
38, 1, 35.535433, 129.312056, 0.000000, 5.000000
39, 1, 35.524934, 129.313905, 0.000000, 3.000000
40, 1, 35.540345, 129.326942, 0.000000, 100.000000
41, 1, 35.523937, 129.334317, 0.000000, 3.000000
42, 1, 35.533963, 129.319386, 0.000000, 1.000000
43, 1, 35.541170, 129.335323, 0.000000, 100.000000
44, 1, 35.531672, 129.327339, 0.000000, 3.000000
45, 1, 35.543297, 129.352417, 0.000000, 4.000000
46, 1, 35.524759, 129.334958, 0.000000, 2.000000
47, 1, 35.536700, 129.352335, 0.000000, 3.000000
48, 1, 35.529464, 129.319668, 0.000000, 1.000000
49, 1, 35.527998, 129.321140, 0.000000, 5.000000
50, 1, 35.525035, 129.342804, 0.000000, 3.000000
51, 1, 35.531475, 129.352453, 0.000000, 100.000000
52, 1, 35.526310, 129.351240, 0.000000, 3.000000
53, 1, 35.544756, 129.316751, 0.000000, 2.000000
54, 1, 35.534540, 129.325279, 0.000000, 4.000000
55, 1, 35.538921, 129.351528, 0.000000, 1.000000
56, 1, 35.538003, 129.330715, 0.000000, 1.000000
57, 1, 35.529898, 129.333015, 0.000000, 100.000000
58, 1, 35.523818, 129.331837, 0.000000, 2.000000
59, 1, 35.524262, 129.322425, 0.000000, 1.000000
60, 1, 35.524609, 129.338671, 0.000000, 4.000000
61, 1, 35.522908, 129.334158, 0.000000, 2.000000
62, 1, 35.527627, 129.339969, 0.000000, 100.000000
63, 1, 35.534266, 129.313663, 0.000000, 1.000000
64, 1, 35.541388, 129.321893, 0.000000, 2.000000
65, 1, 35.541099, 129.330755, 0.000000, 3.000000
66, 1, 35.523321, 129.310466, 0.000000, 4.000000
67, 1, 35.538372, 129.342291, 0.000000, 1.000000
68, 1, 35.540060, 129.313701, 0.000000, 4.000000
69, 1, 35.532193, 129.312201, 0.000000, 1.000000
70, 1, 35.527285, 129.321744, 0.000000, 3.000000
71, 1, 35.543771, 129.334529, 0.000000, 4.000000
