% from location i, to location j, time [sec], distance [meters]
0, 0, 0.000000, 0.000000
0, 1, 128.595183, 1440.266052
0, 2, 324.057769, 3629.447012
0, 3, 291.126191, 3260.613344
0, 4, 527.923656, 5912.744952
0, 5, 159.728585, 1788.960156
0, 6, 495.993498, 5555.127174
0, 7, 229.581928, 2571.317598
0, 8, 47.005174, 526.457946
0, 9, 114.323424, 1280.422345
0, 10, 545.491440, 6109.504129
0, 11, 277.249744, 3105.197129
0, 12, 350.004542, 3920.050869
0, 13, 167.271631, 1873.442269
0, 14, 397.763107, 4454.946801
0, 15, 436.414222, 4887.839284
0, 16, 165.094125, 1849.054200
0, 17, 176.658543, 1978.575686
0, 18, 455.141984, 5097.590216
0, 19, 180.912177, 2026.216379
0, 20, 260.019647, 2912.220051
0, 21, 308.456903, 3454.717315
0, 22, 155.198008, 1738.217686
0, 23, 366.583133, 4105.731084
0, 24, 40.642142, 455.191991
0, 25, 335.776959, 3760.701944
1, 0, 128.595183, 1440.266052
1, 1, 0.000000, 0.000000
1, 2, 230.668078, 2583.482478
1, 3, 178.568086, 1999.962561
1, 4, 415.365551, 4652.094170
1, 5, 83.000169, 929.601893
1, 6, 383.435392, 4294.476392
1, 7, 165.120798, 1849.352934
1, 8, 104.622332, 1171.770117
1, 9, 156.930132, 1757.617481
1, 10, 432.933334, 4848.853346
1, 11, 164.691638, 1844.546346
1, 12, 256.614851, 2874.086335
1, 13, 102.810500, 1151.477605
1, 14, 285.205002, 3194.296019
1, 15, 344.881814, 3862.676316
1, 16, 100.632994, 1127.089536
1, 17, 64.100438, 717.924904
1, 18, 342.583878, 3836.939434
1, 19, 69.146216, 774.437620
1, 20, 166.629957, 1866.255517
1, 21, 195.898798, 2194.066533
1, 22, 154.703074, 1732.674433
1, 23, 273.193442, 3059.766550
1, 24, 119.299090, 1336.149805
1, 25, 244.175160, 2734.761796
2, 0, 324.057769, 3629.447012
2, 1, 230.668078, 2583.482478
2, 2, 0.000000, 0.000000
2, 3, 160.081247, 1792.909967
2, 4, 335.124312, 3753.392292
2, 5, 242.536117, 2716.404510
2, 6, 303.194153, 3395.774514
2, 7, 154.424080, 1729.549694
2, 8, 304.624585, 3411.795355
2, 9, 252.989868, 2833.486524
2, 10, 352.692095, 3950.151469
2, 11, 227.730710, 2550.583956
2, 12, 134.635566, 1507.918344
2, 13, 176.725976, 1979.330936
2, 14, 194.314975, 2176.327718
2, 15, 337.912813, 3784.623510
2, 16, 166.204071, 1861.485600
2, 17, 177.702647, 1990.269647
2, 18, 262.342639, 2938.237556
2, 19, 199.749008, 2237.188884
2, 20, 109.207564, 1223.124718
2, 21, 188.695777, 2113.392704
2, 22, 211.117233, 2364.513011
2, 23, 153.177517, 1715.588187
2, 24, 323.449761, 3622.637328
2, 25, 262.690361, 2942.132047
3, 0, 291.126191, 3260.613344
3, 1, 178.568086, 1999.962561
3, 2, 160.081247, 1792.909967
3, 3, 0.000000, 0.000000
3, 4, 242.915775, 2720.656674
3, 5, 163.620225, 1832.546519
3, 6, 210.985616, 2363.038897
3, 7, 219.097835, 2453.895755
3, 8, 265.230258, 2970.578885
3, 9, 289.264290, 3239.760050
3, 10, 260.483558, 2917.415851
3, 11, 73.767773, 826.199056
3, 12, 133.260580, 1492.518493
3, 13, 198.120502, 2218.949619
3, 14, 112.755225, 1262.858524
3, 15, 240.658079, 2695.370480
3, 16, 193.553411, 2167.798201
3, 17, 135.118458, 1513.326730
3, 18, 170.134102, 1905.501939
3, 19, 130.972969, 1466.897252
3, 20, 112.907475, 1264.563719
3, 21, 46.055797, 515.824928
3, 22, 255.939943, 2866.527367
3, 23, 115.372749, 1292.174787
3, 24, 276.562531, 3097.500348
3, 25, 145.502939, 1629.632917
4, 0, 527.923656, 5912.744952
4, 1, 415.365551, 4652.094170
4, 2, 335.124312, 3753.392292
4, 3, 242.915775, 2720.656674
4, 4, 0.000000, 0.000000
4, 5, 395.386658, 4428.330565
4, 6, 56.816143, 636.340798
4, 7, 396.288084, 4438.426540
4, 8, 502.027723, 5622.710493
4, 9, 475.708399, 5327.934071
4, 10, 106.314085, 1190.717752
4, 11, 310.565238, 3478.330664
4, 12, 242.199156, 2712.630551
4, 13, 399.444507, 4473.778482
4, 14, 180.906604, 2026.153968
4, 15, 205.684678, 2303.668392
4, 16, 388.922602, 4355.933147
4, 17, 371.915923, 4165.458339
4, 18, 117.755661, 1318.863406
4, 19, 367.770434, 4119.028860
4, 20, 290.097724, 3249.094504
4, 21, 243.184186, 2723.662879
4, 22, 433.835764, 4858.960558
4, 23, 215.278437, 2411.118490
4, 24, 513.359996, 5749.631956
4, 25, 248.436893, 2782.493197
5, 0, 159.728585, 1788.960156
5, 1, 83.000169, 929.601893
5, 2, 242.536117, 2716.404510
5, 3, 163.620225, 1832.546519
5, 4, 395.386658, 4428.330565
5, 5, 0.000000, 0.000000
5, 6, 363.456499, 4070.712787
5, 7, 210.618852, 2358.931142
5, 8, 126.587109, 1417.775623
5, 9, 213.987852, 2396.663938
5, 10, 412.954441, 4625.089742
5, 11, 118.808455, 1330.654693
5, 12, 268.482890, 3007.008367
5, 13, 156.702454, 1755.067482
5, 14, 270.257141, 3026.879977
5, 15, 277.673838, 3109.946981
5, 16, 154.524948, 1730.679413
5, 17, 68.483698, 767.017415
5, 18, 322.604985, 3613.175829
5, 19, 44.798495, 501.743144
5, 20, 178.497995, 1999.177550
5, 21, 169.073276, 1893.620692
5, 22, 211.381098, 2367.468293
5, 23, 272.874664, 3056.196239
5, 24, 137.919383, 1544.697086
5, 25, 177.036575, 1982.809641
6, 0, 495.993498, 5555.127174
6, 1, 383.435392, 4294.476392
6, 2, 303.194153, 3395.774514
6, 3, 210.985616, 2363.038897
6, 4, 56.816143, 636.340798
6, 5, 363.456499, 4070.712787
6, 6, 0.000000, 0.000000
6, 7, 364.357925, 4080.808762
6, 8, 470.097564, 5265.092715
6, 9, 443.778240, 4970.316293
6, 10, 52.365375, 586.492199
6, 11, 278.635079, 3120.712886
6, 12, 210.268998, 2355.012773
6, 13, 367.514349, 4116.160704
6, 14, 148.976446, 1668.536190
6, 15, 181.738969, 2035.476456
6, 16, 356.992444, 3998.315369
6, 17, 339.985764, 3807.840561
6, 18, 93.809953, 1050.671470
6, 19, 335.840275, 3761.411082
6, 20, 258.167565, 2891.476727
6, 21, 211.254027, 2366.045101
6, 22, 401.905605, 4501.342780
6, 23, 183.348278, 2053.500712
6, 24, 481.429837, 5392.014179
6, 25, 216.506734, 2424.875419
7, 0, 229.581928, 2571.317598
7, 1, 165.120798, 1849.352934
7, 2, 154.424080, 1729.549694
7, 3, 219.097835, 2453.895755
7, 4, 396.288084, 4438.426540
7, 5, 210.618852, 2358.931142
7, 6, 364.357925, 4080.808762
7, 7, 0.000000, 0.000000
7, 8, 210.148745, 2353.665941
7, 9, 147.572075, 1652.807239
7, 10, 413.855868, 4635.185717
7, 11, 241.741147, 2707.500842
7, 12, 196.438955, 2200.116296
7, 13, 79.012146, 884.936035
7, 14, 256.118363, 2868.525670
7, 15, 399.076586, 4469.657758
7, 16, 67.737929, 758.664808
7, 17, 147.160769, 1648.200617
7, 18, 323.506411, 3623.271804
7, 19, 169.207130, 1895.119855
7, 20, 164.772918, 1845.456684
7, 21, 247.712365, 2774.378491
7, 22, 105.699440, 1183.833726
7, 23, 214.980905, 2407.786139
7, 24, 228.973921, 2564.507914
7, 25, 313.476313, 3510.934703
8, 0, 47.005174, 526.457946
8, 1, 104.622332, 1171.770117
8, 2, 304.624585, 3411.795355
8, 3, 265.230258, 2970.578885
8, 4, 502.027723, 5622.710493
8, 5, 126.587109, 1417.775623
8, 6, 470.097564, 5265.092715
8, 7, 210.148745, 2353.665941
8, 8, 0.000000, 0.000000
8, 9, 118.278582, 1324.720115
8, 10, 519.595506, 5819.469670
8, 11, 244.407363, 2737.362463
8, 12, 330.571358, 3702.399212
8, 13, 147.838447, 1655.790612
8, 14, 371.867173, 4164.912342
8, 15, 403.272746, 4516.654751
8, 16, 145.660941, 1631.402543
8, 17, 150.762610, 1688.541227
8, 18, 429.246050, 4807.555757
8, 19, 147.770701, 1655.031846
8, 20, 240.586464, 2694.568394
8, 21, 282.560969, 3164.682856
8, 22, 142.247551, 1593.172576
8, 23, 347.149949, 3888.079427
8, 24, 31.326677, 350.858783
8, 25, 302.635483, 3389.517411
9, 0, 114.323424, 1280.422345
9, 1, 156.930132, 1757.617481
9, 2, 252.989868, 2833.486524
9, 3, 289.264290, 3239.760050
9, 4, 475.708399, 5327.934071
9, 5, 213.987852, 2396.663938
9, 6, 443.778240, 4970.316293
9, 7, 147.572075, 1652.807239
9, 8, 118.278582, 1324.720115
9, 9, 0.000000, 0.000000
9, 10, 493.276183, 5524.693247
9, 11, 300.418428, 3364.686392
9, 12, 285.172526, 3193.932287
9, 13, 116.298487, 1302.543059
9, 14, 340.757710, 3816.486349
9, 15, 472.860248, 5296.034772
9, 16, 107.509294, 1204.104089
9, 17, 194.423497, 2177.543167
9, 18, 402.926726, 4512.779335
9, 19, 210.039271, 2352.439832
9, 20, 238.858439, 2675.214517
9, 21, 306.595002, 3433.864022
9, 22, 61.222139, 685.687960
9, 23, 301.751116, 3379.612503
9, 24, 134.139395, 1502.361225
9, 25, 372.153594, 4168.120253
10, 0, 545.491440, 6109.504129
10, 1, 432.933334, 4848.853346
10, 2, 352.692095, 3950.151469
10, 3, 260.483558, 2917.415851
10, 4, 106.314085, 1190.717752
10, 5, 412.954441, 4625.089742
10, 6, 52.365375, 586.492199
10, 7, 413.855868, 4635.185717
10, 8, 519.595506, 5819.469670
10, 9, 493.276183, 5524.693247
10, 10, 0.000000, 0.000000
10, 11, 328.133022, 3675.089841
10, 12, 259.766940, 2909.389728
10, 13, 417.012291, 4670.537659
10, 14, 198.474388, 2222.913145
10, 15, 231.236912, 2589.853411
10, 16, 406.490386, 4552.692324
10, 17, 389.483707, 4362.217516
10, 18, 143.307895, 1605.048425
10, 19, 385.338218, 4315.788037
10, 20, 307.665507, 3445.853681
10, 21, 260.751969, 2920.422056
10, 22, 451.403548, 5055.719734
10, 23, 232.846220, 2607.877666
10, 24, 530.927780, 5946.391133
10, 25, 266.004676, 2979.252373
11, 0, 277.249744, 3105.197129
11, 1, 164.691638, 1844.546346
11, 2, 227.730710, 2550.583956
11, 3, 73.767773, 826.199056
11, 4, 310.565238, 3478.330664
11, 5, 118.808455, 1330.654693
11, 6, 278.635079, 3120.712886
11, 7, 241.741147, 2707.500842
11, 8, 244.407363, 2737.362463
11, 9, 300.418428, 3364.686392
11, 10, 328.133022, 3675.089841
11, 11, 0.000000, 0.000000
11, 12, 200.910043, 2250.192483
11, 13, 209.274639, 2343.875961
11, 14, 180.404689, 2020.532513
11, 15, 216.393143, 2423.603203
11, 16, 204.707548, 2292.724542
11, 17, 121.242010, 1357.910516
11, 18, 237.783565, 2663.175928
11, 19, 117.096521, 1311.481037
11, 20, 180.556938, 2022.237709
11, 21, 91.098485, 1020.303027
11, 22, 267.094081, 2991.453708
11, 23, 183.022212, 2049.848776
11, 24, 255.739636, 2864.283926
11, 25, 115.686490, 1295.688684
12, 0, 350.004542, 3920.050869
12, 1, 256.614851, 2874.086335
12, 2, 134.635566, 1507.918344
12, 3, 133.260580, 1492.518493
12, 4, 242.199156, 2712.630551
12, 5, 268.482890, 3007.008367
12, 6, 210.268998, 2355.012773
12, 7, 196.438955, 2200.116296
12, 8, 330.571358, 3702.399212
