% nodeID , nodeType , latDeg , lonDeg , altMeters , parcelWtLbs
0, 0, 37.495939, 126.907612, 0.000000, -1.000000
1, 1, 37.500586, 126.950744, 0.000000, 5.000000
2, 1, 37.501684, 126.919121, 0.000000, 2.000000
3, 1, 37.501511, 126.928394, 0.000000, 1.000000
4, 1, 37.503456, 126.903865, 0.000000, 1.000000
5, 1, 37.505784, 126.920404, 0.000000, 100.000000
6, 1, 37.499013, 126.950484, 0.000000, 5.000000
7, 1, 37.512053, 126.918797, 0.000000, 3.000000
8, 1, 37.512897, 126.927805, 0.000000, 2.000000
9, 1, 37.497965, 126.915367, 0.000000, 100.000000
10, 1, 37.502606, 126.913546, 0.000000, 2.000000
11, 1, 37.498164, 126.945986, 0.000000, 1.000000
12, 1, 37.499269, 126.920273, 0.000000, 2.000000
13, 1, 37.500136, 126.937544, 0.000000, 2.000000
14, 1, 37.511071, 126.913418, 0.000000, 3.000000
15, 1, 37.511719, 126.908917, 0.000000, 3.000000
16, 1, 37.507817, 126.926131, 0.000000, 4.000000
17, 1, 37.513399, 126.932507, 0.000000, 4.000000
18, 1, 37.506298, 126.931257, 0.000000, 5.000000
19, 1, 37.505361, 126.930803, 0.000000, 4.000000
20, 1, 37.503335, 126.938726, 0.000000, 2.000000
21, 1, 37.512882, 126.931889, 0.000000, 3.000000
22, 1, 37.505365, 126.948297, 0.000000, 3.000000
23, 1, 37.510706, 126.907654, 0.000000, 2.000000
24, 1, 37.505898, 126.919682, 0.000000, 1.000000
25, 1, 37.495124, 126.932873, 0.000000, 1.000000
26, 1, 37.494594, 126.948438, 0.000000, 2.000000
27, 1, 37.505248, 126.903618, 0.000000, 2.000000
28, 1, 37.506052, 126.923908, 0.000000, 2.000000
29, 1, 37.511380, 126.914000, 0.000000, 100.000000
30, 1, 37.499429, 126.955523, 0.000000, 100.000000
31, 1, 37.496760, 126.906734, 0.000000, 1.000000
32, 1, 37.507960, 126.921649, 0.000000, 3.000000
33, 1, 37.513228, 126.917161, 0.000000, 2.000000
34, 1, 37.500006, 126.907003, 0.000000, 3.000000
35, 1, 37.496966, 126.951611, 0.000000, 3.000000
36, 1, 37.501499, 126.956271, 0.000000, 5.000000
37, 1, 37.511662, 126.926147, 0.000000, 2.000000
38, 1, 37.498286, 126.942722, 0.000000, 100.000000
39, 1, 37.502659, 126.910446, 0.000000, 100.000000
40, 1, 37.510687, 126.944489, 0.000000, 3.000000
41, 1, 37.510741, 126.916062, 0.000000, 1.000000
42, 1, 37.506175, 126.941028, 0.000000, 4.000000
43, 1, 37.510888, 126.941738, 0.000000, 1.000000
44, 1, 37.510294, 126.955958, 0.000000, 1.000000
45, 1, 37.494779, 126.933392, 0.000000, 5.000000
46, 1, 37.505372, 126.909492, 0.000000, 3.000000
47, 1, 37.512116, 126.949818, 0.000000, 2.000000
48, 1, 37.494217, 126.922188, 0.000000, 2.000000
49, 1, 37.509407, 126.937097, 0.000000, 4.000000
50, 1, 37.511859, 126.932753, 0.000000, 2.000000
