% from location i, to location j, time [sec], distance [meters]
0, 0, 0.000000, 0.000000
0, 1, 282.936828, 3168.892472
0, 2, 221.598903, 2481.907717
0, 3, 164.739758, 1845.085291
0, 4, 154.447842, 1729.815836
0, 5, 317.420241, 3555.106699
0, 6, 308.572743, 3456.014719
0, 7, 272.455463, 3051.501187
0, 8, 329.210030, 3687.152334
0, 9, 240.421895, 2692.725221
0, 10, 70.541803, 790.068193
0, 11, 79.527067, 890.703150
0, 12, 241.557587, 2705.444979
0, 13, 219.992269, 2463.913417
0, 14, 92.618111, 1037.322843
0, 15, 256.771868, 2875.844923
0, 16, 241.912883, 2709.424286
0, 17, 298.713465, 3345.590803
0, 18, 290.248764, 3250.786154
0, 19, 119.286051, 1336.003771
0, 20, 56.056147, 627.828848
0, 21, 130.768689, 1464.609317
0, 22, 281.323434, 3150.822461
0, 23, 161.901141, 1813.292778
0, 24, 154.243708, 1727.529533
0, 25, 299.864736, 3358.485047
0, 26, 221.854302, 2484.768180
0, 27, 207.403335, 2322.917348
0, 28, 256.879650, 2877.052078
0, 29, 148.272021, 1660.646640
0, 30, 121.696231, 1362.997787
0, 31, 166.089434, 1860.201659
0, 32, 107.642313, 1205.593905
0, 33, 237.613510, 2661.271315
0, 34, 54.233849, 607.419104
0, 35, 94.548874, 1058.947393
0, 36, 194.671634, 2180.322301
0, 37, 181.409861, 2031.790442
0, 38, 277.876004, 3112.211242
0, 39, 138.301399, 1548.975667
0, 40, 29.957460, 335.523550
0, 41, 56.671735, 634.723431
0, 42, 100.844244, 1129.455527
0, 43, 232.532258, 2604.361292
0, 44, 226.846089, 2540.676194
0, 45, 230.184160, 2578.062592
0, 46, 119.470867, 1338.073712
0, 47, 167.505278, 1876.059117
0, 48, 269.429013, 3017.604950
0, 49, 306.602616, 3433.949296
0, 50, 198.001467, 2217.616435
0, 51, 189.082932, 2117.728833
0, 52, 245.254352, 2746.848743
0, 53, 243.699837, 2729.438178
0, 54, 205.509097, 2301.701887
0, 55, 292.152644, 3272.109609
0, 56, 161.839736, 1812.605046
0, 57, 102.725619, 1150.526934
0, 58, 197.294823, 2209.702018
0, 59, 229.534405, 2570.785334
0, 60, 141.245562, 1581.950296
0, 61, 91.330272, 1022.899045
0, 62, 262.505500, 2940.061602
0, 63, 109.383351, 1225.093533
0, 64, 268.800539, 3010.566038
0, 65, 120.949591, 1354.635419
0, 66, 261.286634, 2926.410302
0, 67, 218.372038, 2445.766825
0, 68, 185.172716, 2073.934418
0, 69, 411.258384, 4606.093898
0, 70, 126.914119, 1421.438131
0, 71, 78.815855, 882.737580
0, 72, 176.906241, 1981.349903
0, 73, 212.685314, 2382.075521
0, 74, 181.066902, 2027.949300
0, 75, 153.709483, 1721.546209
0, 76, 173.683218, 1945.252043
0, 77, 173.020898, 1937.834062
0, 78, 316.353125, 3543.154996
0, 79, 189.593519, 2123.447413
0, 80, 62.838556, 703.791831
0, 81, 184.909677, 2070.988386
0, 82, 197.625725, 2213.408119
0, 83, 111.260407, 1246.116561
0, 84, 62.379657, 698.652163
0, 85, 88.600665, 992.327451
0, 86, 215.807404, 2417.042920
0, 87, 146.686673, 1642.890735
0, 88, 240.857912, 2697.608613
0, 89, 217.308186, 2433.851685
0, 90, 406.363939, 4551.276120
0, 91, 175.775698, 1968.687818
0, 92, 157.458221, 1763.532073
0, 93, 106.763976, 1195.756528
0, 94, 267.079768, 2991.293402
0, 95, 228.164418, 2555.441477
0, 96, 216.851459, 2428.736344
0, 97, 259.854776, 2910.373495
0, 98, 298.048924, 3338.147952
0, 99, 37.329784, 418.093578
0, 100, 331.780711, 3715.943966
0, 101, 286.293160, 3206.483391
0, 102, 174.685462, 1956.477171
0, 103, 66.764379, 747.761043
0, 104, 254.404691, 2849.332537
0, 105, 361.883149, 4053.091264
0, 106, 364.544689, 4082.900518
0, 107, 142.255122, 1593.257363
0, 108, 157.219044, 1760.853293
0, 109, 156.727388, 1755.346749
0, 110, 173.571700, 1944.003036
0, 111, 128.418095, 1438.282664
0, 112, 192.779086, 2159.125769
0, 113, 296.406440, 3319.752132
0, 114, 232.884451, 2608.305847
0, 115, 216.786180, 2428.005222
0, 116, 191.517121, 2144.991753
0, 117, 263.658517, 2952.975389
0, 118, 142.921207, 1600.717518
0, 119, 308.995888, 3460.753949
0, 120, 275.699535, 3087.834794
0, 121, 135.676610, 1519.578028
0, 122, 236.493928, 2648.731997
0, 123, 238.295215, 2668.906412
0, 124, 220.176499, 2465.976786
0, 125, 258.159365, 2891.384892
0, 126, 300.749144, 3368.390413
0, 127, 119.274672, 1335.876322
0, 128, 72.669356, 813.896791
0, 129, 317.893439, 3560.406520
0, 130, 186.744787, 2091.541610
0, 131, 278.230967, 3116.186833
0, 132, 61.497474, 688.771711
0, 133, 202.781847, 2271.156683
0, 134, 258.601964, 2896.341994
0, 135, 264.313832, 2960.314913
0, 136, 142.945904, 1600.994125
0, 137, 157.602887, 1765.152329
0, 138, 330.524704, 3701.876687
0, 139, 133.972475, 1500.491722
0, 140, 241.030294, 2699.539298
0, 141, 127.705145, 1430.297627
0, 142, 22.164085, 248.237755
0, 143, 188.351325, 2109.534836
0, 144, 128.559359, 1439.864824
0, 145, 145.681599, 1631.633908
0, 146, 170.717211, 1912.032767
0, 147, 87.943004, 984.961639
0, 148, 254.062175, 2845.496359
0, 149, 153.674244, 1721.151535
