% from location i, to location j, time [sec], distance [meters]
0, 0, 0.000000, 0.000000
0, 1, 66.708188, 747.131703
0, 2, 275.760663, 3088.519421
0, 3, 252.165336, 2824.251762
0, 4, 248.227550, 2780.148563
0, 5, 239.958557, 2687.535838
0, 6, 75.703528, 847.879510
0, 7, 193.148902, 2163.267701
0, 8, 223.560654, 2503.879326
0, 9, 238.955404, 2676.300520
0, 10, 282.412171, 3163.016318
0, 11, 257.900423, 2888.484743
0, 12, 228.748724, 2561.985709
0, 13, 239.349484, 2680.714224
0, 14, 49.048442, 549.342551
0, 15, 287.285075, 3217.592837
0, 16, 257.237343, 2881.058239
0, 17, 298.139484, 3339.162218
0, 18, 146.642127, 1642.391819
0, 19, 69.627728, 779.830558
0, 20, 313.356578, 3509.593678
0, 21, 132.533506, 1484.375268
0, 22, 133.479528, 1494.970715
0, 23, 86.981998, 974.198378
0, 24, 367.968530, 4121.247537
0, 25, 199.468554, 2234.047803
1, 0, 66.708188, 747.131703
1, 1, 0.000000, 0.000000
1, 2, 258.445991, 2894.595104
1, 3, 234.850665, 2630.327444
1, 4, 197.464485, 2211.602234
1, 5, 222.643886, 2493.611521
1, 6, 53.893831, 603.610909
1, 7, 177.797590, 1991.333012
1, 8, 213.352443, 2389.547365
1, 9, 228.747193, 2561.968559
1, 10, 227.228010, 2544.953707
1, 11, 247.692213, 2774.152782
1, 12, 177.985659, 1993.439380
1, 13, 229.141273, 2566.382263
1, 14, 54.057637, 605.445538
1, 15, 269.970404, 3023.668520
1, 16, 239.922672, 2687.133922
1, 17, 242.955322, 2721.099607
1, 18, 106.101343, 1188.335036
1, 19, 52.313057, 585.906240
1, 20, 296.041907, 3315.669361
1, 21, 115.218835, 1290.450951
1, 22, 116.164857, 1301.046398
1, 23, 94.070330, 1053.587691
1, 24, 350.653859, 3927.323220
1, 25, 140.471693, 1573.282964
2, 0, 275.760663, 3088.519421
2, 1, 258.445991, 2894.595104
2, 2, 0.000000, 0.000000
2, 3, 163.384036, 1829.901198
2, 4, 276.147561, 3092.852685
2, 5, 227.341019, 2546.219415
2, 6, 304.628495, 3411.839148
2, 7, 92.609806, 1037.229832
2, 8, 456.097595, 5108.293068
2, 9, 471.492345, 5280.714262
2, 10, 469.973162, 5263.699410
2, 11, 490.437365, 5492.898485
2, 12, 308.572344, 3456.010255
2, 13, 471.886426, 5285.127966
2, 14, 258.965914, 2900.418233
2, 15, 52.813357, 591.509600
2, 16, 90.145202, 1009.626257
2, 17, 485.700474, 5439.845310
2, 18, 348.846495, 3907.080739
2, 19, 228.947160, 2564.208189
2, 20, 127.376733, 1426.619414
2, 21, 181.136707, 2028.731114
2, 22, 206.048095, 2307.738664
2, 23, 336.815482, 3772.333394
2, 24, 181.988685, 2038.273273
2, 25, 383.216845, 4292.028667
3, 0, 252.165336, 2824.251762
3, 1, 234.850665, 2630.327444
3, 2, 163.384036, 1829.901198
3, 3, 0.000000, 0.000000
3, 4, 130.280460, 1459.141157
3, 5, 65.379509, 732.250501
3, 6, 281.033169, 3147.571489
3, 7, 137.543677, 1540.489182
3, 8, 400.717095, 4488.031460
3, 9, 416.111844, 4660.452654
3, 10, 341.377154, 3823.424129
3, 11, 435.056864, 4872.636877
3, 12, 162.705243, 1822.298727
3, 13, 416.505925, 4664.866358
3, 14, 235.370587, 2636.150573
3, 15, 147.877900, 1656.232483
3, 16, 86.224043, 965.709279
3, 17, 357.104467, 3999.570029
3, 18, 293.906982, 3291.758198
3, 19, 187.830368, 2103.700122
3, 20, 87.339983, 978.207812
3, 21, 155.073663, 1736.825026
3, 22, 138.781960, 1554.357957
3, 23, 286.225121, 3205.721357
3, 24, 136.394135, 1527.614308
3, 25, 270.008151, 3024.091287
4, 0, 248.227550, 2780.148563
4, 1, 197.464485, 2211.602234
4, 2, 276.147561, 3092.852685
4, 3, 130.280460, 1459.141157
4, 4, 0.000000, 0.000000
4, 5, 105.770157, 1184.625753
4, 6, 242.628961, 2717.444369
4, 7, 204.213353, 2287.189549
4, 8, 347.683804, 3894.058608
4, 9, 363.078554, 4066.479802
4, 10, 260.962510, 2922.780117
4, 11, 382.023574, 4278.664025
4, 12, 82.290600, 921.654716
4, 13, 363.472634, 4070.893506
4, 14, 231.432801, 2592.047375
4, 15, 276.735835, 3099.441356
4, 16, 215.081978, 2408.918152
4, 17, 276.689823, 3098.926017
4, 18, 240.873692, 2697.785347
4, 19, 184.651385, 2068.095512
4, 20, 216.197918, 2421.416684
4, 21, 151.894680, 1701.220416
4, 22, 135.602977, 1518.753347
4, 23, 233.191831, 2611.748506
4, 24, 264.159980, 2958.591775
4, 25, 189.593507, 2123.447276
5, 0, 239.958557, 2687.535838
5, 1, 222.643886, 2493.611521
5, 2, 227.341019, 2546.219415
5, 3, 65.379509, 732.250501
5, 4, 105.770157, 1184.625753
5, 5, 0.000000, 0.000000
5, 6, 268.826390, 3010.855565
5, 7, 168.975825, 1892.529240
5, 8, 376.206791, 4213.516056
5, 9, 391.601540, 4385.937250
5, 10, 293.165096, 3283.449077
5, 11, 410.546560, 4598.121473
5, 12, 114.601839, 1283.540599
5, 13, 391.995621, 4390.350954
5, 14, 223.163808, 2499.434650
5, 15, 211.834884, 2372.550700
5, 16, 150.181026, 1682.027496
5, 17, 308.892409, 3459.594977
5, 18, 269.396678, 3017.242795
5, 19, 175.623589, 1966.984199
5, 20, 135.882408, 1521.882973
5, 21, 142.866884, 1600.109103
5, 22, 126.575182, 1417.642034
5, 23, 261.714817, 2931.205953
5, 24, 176.893242, 1981.204310
5, 25, 221.865483, 2484.893415
6, 0, 75.703528, 847.879510
6, 1, 53.893831, 603.610909
6, 2, 304.628495, 3411.839148
6, 3, 281.033169, 3147.571489
6, 4, 242.628961, 2717.444369
6, 5, 268.826390, 3010.855565
6, 6, 0.000000, 0.000000
6, 7, 223.980094, 2508.577056
6, 8, 195.757537, 2192.484410
6, 9, 211.152286, 2364.905604
6, 10, 248.290317, 2780.851546
6, 11, 230.097306, 2577.089827
6, 12, 223.150135, 2499.281515
6, 13, 211.546367, 2369.319308
6, 14, 100.240141, 1122.689582
6, 15, 316.152907, 3540.912564
6, 16, 286.105176, 3204.377966
6, 17, 264.017629, 2956.997446
6, 18, 118.839009, 1330.996903
6, 19, 98.495561, 1103.150285
6, 20, 342.224411, 3832.913405
6, 21, 161.401339, 1807.694995
6, 22, 162.347361, 1818.290442
