% from location i, to location j, time [sec], distance [meters]
0, 0, 0.000000, 0.000000
0, 1, 223.641753, 2504.787628
0, 2, 272.174370, 3048.352943
0, 3, 144.042240, 1613.273086
0, 4, 279.987980, 3135.865371
0, 5, 80.036092, 896.404226
0, 6, 106.228625, 1189.760600
0, 7, 361.768224, 4051.804110
0, 8, 258.936086, 2900.084169
0, 9, 216.009325, 2419.304439
0, 10, 147.253689, 1649.241317
0, 11, 90.593195, 1014.643789
0, 12, 156.674010, 1754.748909
0, 13, 297.331027, 3330.107506
0, 14, 153.366033, 1717.699565
0, 15, 455.100934, 5097.130458
0, 16, 364.016586, 4076.985768
0, 17, 351.275034, 3934.280377
0, 18, 276.024099, 3091.469910
0, 19, 382.255308, 4281.259454
0, 20, 463.773264, 5194.260555
0, 21, 225.668435, 2527.486475
0, 22, 159.190378, 1782.932239
0, 23, 105.976010, 1186.931317
0, 24, 473.756327, 5306.070864
0, 25, 399.200973, 4471.050898
1, 0, 223.641753, 2504.787628
1, 1, 0.000000, 0.000000
1, 2, 193.665737, 2169.056252
1, 3, 144.861245, 1622.445948
1, 4, 223.126562, 2499.017493
1, 5, 233.424688, 2614.356510
1, 6, 147.048102, 1646.938748
1, 7, 351.424291, 3935.952055
1, 8, 180.427453, 2020.787478
1, 9, 255.710167, 2863.953865
1, 10, 108.309880, 1213.070658
1, 11, 278.079093, 3114.485837
1, 12, 135.926386, 1522.375523
1, 13, 382.896414, 4288.439834
1, 14, 167.141707, 1871.987117
1, 15, 423.705385, 4745.500315
1, 16, 353.672653, 3961.133714
1, 17, 319.438497, 3577.711167
1, 18, 319.241426, 3575.503969
1, 19, 316.080635, 3540.103115
1, 20, 432.377715, 4842.630412
1, 21, 84.513021, 946.545833
1, 22, 260.393981, 2916.412589
1, 23, 144.218687, 1615.249296
1, 24, 442.360779, 4954.440721
1, 25, 399.824264, 4478.031754
2, 0, 272.174370, 3048.352943
2, 1, 193.665737, 2169.056252
2, 2, 0.000000, 0.000000
2, 3, 231.616900, 2594.109280
2, 4, 60.479471, 677.370079
2, 5, 221.606149, 2481.988874
2, 6, 206.130160, 2308.657789
2, 7, 188.777200, 2114.304641
2, 8, 17.140746, 191.976360
2, 9, 140.216412, 1570.423814
2, 10, 130.120006, 1457.344067
2, 11, 338.970896, 3796.474032
2, 12, 237.775270, 2663.083024
2, 13, 227.366996, 2546.510352
2, 14, 133.174934, 1491.559259
2, 15, 259.765418, 2909.372683
2, 16, 191.025563, 2139.486300
2, 17, 156.791406, 1756.063753
2, 18, 156.594335, 1753.856555
2, 19, 140.063157, 1568.707357
2, 20, 268.437748, 3006.502780
2, 21, 197.941098, 2216.940295
2, 22, 217.905852, 2440.545541
2, 23, 195.073194, 2184.819773
2, 24, 278.420812, 3118.313089
2, 25, 237.177173, 2656.384340
3, 0, 144.042240, 1613.273086
3, 1, 144.861245, 1622.445948
3, 2, 231.616900, 2594.109280
3, 3, 0.000000, 0.000000
3, 4, 245.666394, 2751.463614
3, 5, 211.884290, 2373.104052
3, 6, 88.971945, 996.485785
3, 7, 373.964123, 4188.398176
3, 8, 218.378617, 2445.840506
3, 9, 266.055253, 2979.818835
3, 10, 114.633799, 1283.898553
3, 11, 160.425686, 1796.767684
3, 12, 26.013902, 291.355700
3, 13, 393.241500, 4404.304803
3, 14, 177.486793, 1987.852086
3, 15, 446.245217, 4997.946436
3, 16, 376.212485, 4213.579835
3, 17, 341.978329, 3830.157288
3, 18, 341.781258, 3827.950090
3, 19, 347.933723, 3896.857697
3, 20, 454.917548, 5095.076533
3, 21, 146.887928, 1645.144795
3, 22, 269.771221, 3021.437676
3, 23, 138.523070, 1551.458379
3, 24, 464.900611, 5206.886842
3, 25, 422.364096, 4730.477875
4, 0, 279.987980, 3135.865371
4, 1, 223.126562, 2499.017493
4, 2, 60.479471, 677.370079
4, 3, 245.666394, 2751.463614
4, 4, 0.000000, 0.000000
4, 5, 229.419759, 2569.501301
4, 6, 220.179654, 2466.012123
4, 7, 138.872988, 1555.377467
4, 8, 47.241188, 529.101304
4, 9, 102.690194, 1150.130173
4, 10, 144.169500, 1614.698401
4, 11, 346.784505, 3883.986460
4, 12, 255.495525, 2861.549881
4, 13, 177.462784, 1987.583178
4, 14, 140.988543, 1579.071687
4, 15, 211.154083, 2364.925727
4, 16, 141.121351, 1580.559126
4, 17, 106.887195, 1197.136579
4, 18, 106.690123, 1194.929381
4, 19, 143.840873, 1611.017776
4, 20, 219.826413, 2462.055824
4, 21, 227.401923, 2546.901536
4, 22, 180.379634, 2020.251900
4, 23, 202.886804, 2272.332200
4, 24, 229.809476, 2573.866133
4, 25, 187.272961, 2097.457166
5, 0, 80.036092, 896.404226
5, 1, 233.424688, 2614.356510
5, 2, 221.606149, 2481.988874
5, 3, 211.884290, 2373.104052
5, 4, 229.419759, 2569.501301
5, 5, 0.000000, 0.000000
5, 6, 154.346357, 1728.679197
5, 7, 291.631146, 3266.268838
5, 8, 208.367866, 2333.720099
5, 9, 151.637021, 1698.334635
5, 10, 144.871213, 1622.557585
5, 11, 158.883952, 1779.500264
5, 12, 222.481507, 2491.792874
5, 13, 227.193949, 2544.572234
5, 14, 107.320151, 1201.985693
5, 15, 390.728630, 4376.160654
5, 16, 293.879509, 3291.450496
5, 17, 286.902730, 3213.310573
5, 18, 205.887021, 2305.934638
5, 19, 331.687088, 3714.895385
5, 20, 399.400960, 4473.290751
5, 21, 235.451371, 2637.055357
5, 22, 89.053301, 997.396967
5, 23, 115.758946, 1296.500198
5, 24, 409.384023, 4585.101060
5, 25, 329.063895, 3685.515626
6, 0, 106.228625, 1189.760600
6, 1, 147.048102, 1646.938748
6, 2, 206.130160, 2308.657789
6, 3, 88.971945, 996.485785
6, 4, 220.179654, 2466.012123
6, 5, 154.346357, 1728.679197
6, 6, 0.000000, 0.000000
6, 7, 348.477383, 3902.946685
6, 8, 192.891876, 2160.389015
6, 9, 208.687478, 2337.299749
6, 10, 79.367754, 888.918841
6, 11, 162.761370, 1822.927345
6, 12, 99.569161, 1115.174607
6, 13, 335.873725, 3761.785717
6, 14, 120.119018, 1345.333000
6, 15, 420.758477, 4712.494945
6, 16, 350.725745, 3928.128344
6, 17, 316.491589, 3544.705796
6, 18, 311.569718, 3489.580847
6, 19, 322.446983, 3611.406206
6, 20, 429.430807, 4809.625042
6, 21, 149.074785, 1669.637595
6, 22, 212.215792, 2376.816874
6, 23, 70.407106, 788.559590
6, 24, 439.413871, 4921.435351
6, 25, 396.877356, 4445.026384
7, 0, 361.768224, 4051.804110
7, 1, 351.424291, 3935.952055
7, 2, 188.777200, 2114.304641
7, 3, 373.964123, 4188.398176
7, 4, 138.872988, 1555.377467
7, 5, 291.631146, 3266.268838
7, 6, 348.477383, 3902.946685
7, 7, 0.000000, 0.000000
7, 8, 175.538917, 1966.035867
7, 9, 182.674160, 2045.950595
7, 10, 272.467229, 3051.632963
7, 11, 440.616085, 4934.900148
7, 12, 383.793254, 4298.484443
7, 13, 90.762759, 1016.542903
7, 14, 258.119653, 2890.940114
7, 15, 133.641373, 1496.783382
7, 16, 7.801689, 87.378920
7, 17, 68.104971, 762.775678
7, 18, 132.078993, 1479.284719
7, 19, 148.446993, 1662.606321
7, 20, 134.032425, 1501.163163
7, 21, 355.699652, 3983.836099
7, 22, 215.937356, 2418.498392
7, 23, 329.486422, 3690.247926
7, 24, 152.296767, 1705.723788
7, 25, 53.953300, 604.276960
8, 0, 258.936086, 2900.084169
8, 1, 180.427453, 2020.787478
8, 2, 17.140746, 191.976360
8, 3, 218.378617, 2445.840506
8, 4, 47.241188, 529.101304
8, 5, 208.367866, 2333.720099
8, 6, 192.891876, 2160.389015
8, 7, 175.538917, 1966.035867
8, 8, 0.000000, 0.000000
8, 9, 126.978128, 1422.155039
8, 10, 116.881723, 1309.075292
8, 11, 325.732612, 3648.205258
8, 12, 224.536987, 2514.814250
8, 13, 214.128712, 2398.241577
8, 14, 119.936650, 1343.290485
8, 15, 247.820011, 2775.584126
8, 16, 177.787279, 1991.217525
8, 17, 143.553123, 1607.794978
8, 18, 143.356052, 1605.587780
8, 19, 139.555645, 1563.023223
8, 20, 256.492341, 2872.714224
8, 21, 184.702814, 2068.671521
8, 22, 204.667568, 2292.276766
8, 23, 181.834911, 2036.550998
8, 24, 266.475405, 2984.524532
8, 25, 223.938890, 2508.115565
9, 0, 216.009325, 2419.304439
9, 1, 255.710167, 2863.953865
9, 2, 140.216412, 1570.423814
9, 3, 266.055253, 2979.818835
9, 4, 102.690194, 1150.130173
9, 5, 151.637021, 1698.334635
9, 6, 208.687478, 2337.299749
9, 7, 182.674160, 2045.950595
9, 8, 126.978128, 1422.155039
9, 9, 0.000000, 0.000000
9, 10, 160.785845, 1800.801462
9, 11, 294.857186, 3302.400478
9, 12, 276.652469, 3098.507656
9, 13, 145.207302, 1626.321780
9, 14, 93.466547, 1046.825331
9, 15, 257.112663, 2879.661831
9, 16, 184.922523, 2071.132253
9, 17, 153.286763, 1716.811750
9, 18, 120.903295, 1354.116909
9, 19, 218.431707, 2446.435113
9, 20, 265.784994, 2976.791928
9, 21, 259.827311, 2910.065886
9, 22, 95.710495, 1071.957539
9, 23, 164.833316, 1846.133143
9, 24, 275.768057, 3088.602237
9, 25, 231.074133, 2588.030293
10, 0, 147.253689, 1649.241317
10, 1, 108.309880, 1213.070658
10, 2, 130.120006, 1457.344067
10, 3, 114.633799, 1283.898553
10, 4, 144.169500, 1614.698401
10, 5, 144.871213, 1622.557585
10, 6, 79.367754, 888.918841
10, 7, 272.467229, 3051.632963
10, 8, 116.881723, 1309.075292
10, 9, 160.785845, 1800.801462
10, 10, 0.000000, 0.000000
10, 11, 213.422011, 2390.326525
10, 12, 124.462930, 1393.984820
10, 13, 287.972092, 3225.287430
10, 14, 72.217385, 808.834713
10, 15, 344.748323, 3861.181223
10, 16, 274.715591, 3076.814622
10, 17, 240.481435, 2693.392074
10, 18, 240.284364, 2691.184877
10, 19, 246.436829, 2760.092484
10, 20, 353.420654, 3958.311320
10, 21, 110.336563, 1235.769505
10, 22, 164.501813, 1842.420303
10, 23, 69.405848, 777.345503
10, 24, 363.403717, 4070.121629
10, 25, 320.867202, 3593.712662
11, 0, 90.593195, 1014.643789
11, 1, 278.079093, 3114.485837
11, 2, 338.970896, 3796.474032
11, 3, 160.425686, 1796.767684
11, 4, 346.784505, 3883.986460
11, 5, 158.883952, 1779.500264
11, 6, 162.761370, 1822.927345
11, 7, 440.616085, 4934.900148
11, 8, 325.732612, 3648.205258
11, 9, 294.857186, 3302.400478
11, 10, 213.422011, 2390.326525
11, 11, 0.000000, 0.000000
11, 12, 179.018514, 2005.007360
11, 13, 376.178888, 4213.203544
11, 14, 220.162558, 2465.820654
11, 15, 533.948794, 5980.226497
11, 16, 442.864447, 4960.081807
11, 17, 430.122894, 4817.376416
11, 18, 354.871960, 3974.565949
11, 19, 449.051834, 5029.380543
11, 20, 542.621124, 6077.356594
11, 21, 280.105775, 3137.184684
11, 22, 238.038239, 2666.028277
11, 23, 171.667745, 1922.678746
11, 24, 552.604188, 6189.166903
11, 25, 478.048834, 5354.146937
12, 0, 156.674010, 1754.748909
12, 1, 135.926386, 1522.375523
12, 2, 237.775270, 2663.083024
12, 3, 26.013902, 291.355700
12, 4, 255.495525, 2861.549881
12, 5, 222.481507, 2491.792874
12, 6, 99.569161, 1115.174607
12, 7, 383.793254, 4298.484443
12, 8, 224.536987, 2514.814250
12, 9, 276.652469, 3098.507656
12, 10, 124.462930, 1393.984820
12, 11, 179.018514, 2005.007360
12, 12, 0.000000, 0.000000
12, 13, 403.838716, 4522.993625
12, 14, 188.084010, 2106.540908
12, 15, 456.074348, 5108.032703
12, 16, 386.041616, 4323.666102
12, 17, 351.807460, 3940.243554
