% nodeID , nodeType , latDeg , lonDeg , altMeters , parcelWtLbs
0, 0, 35.541910, 129.340303, 0.000000, -1.000000
1, 1, 35.535940, 129.323767, 0.000000, 4.000000
2, 1, 35.535132, 129.319539, 0.000000, 1.000000
3, 1, 35.524980, 129.342460, 0.000000, 2.000000
4, 1, 35.544541, 129.341801, 0.000000, 100.000000
5, 1, 35.532176, 129.311150, 0.000000, 2.000000
6, 1, 35.528564, 129.322373, 0.000000, 1.000000
7, 1, 35.521555, 129.344188, 0.000000, 100.000000
8, 1, 35.523744, 129.320064, 0.000000, 4.000000
9, 1, 35.526888, 129.353364, 0.000000, 1.000000
10, 1, 35.541079, 129.352682, 0.000000, 100.000000
11, 1, 35.537404, 129.341652, 0.000000, 1.000000
12, 1, 35.523968, 129.353392, 0.000000, 1.000000
13, 1, 35.541698, 129.331049, 0.000000, 3.000000
14, 1, 35.524244, 129.343529, 0.000000, 100.000000
15, 1, 35.539630, 129.321028, 0.000000, 5.000000
16, 1, 35.540638, 129.353189, 0.000000, 100.000000
17, 1, 35.530069, 129.343963, 0.000000, 4.000000
18, 1, 35.531336, 129.345708, 0.000000, 4.000000
19, 1, 35.524359, 129.310161, 0.000000, 4.000000
20, 1, 35.523525, 129.327676, 0.000000, 2.000000
21, 1, 35.527541, 129.338735, 0.000000, 2.000000
22, 1, 35.542090, 129.322626, 0.000000, 1.000000
23, 1, 35.524300, 129.324037, 0.000000, 100.000000
24, 1, 35.529115, 129.332427, 0.000000, 1.000000
25, 1, 35.530964, 129.321198, 0.000000, 2.000000
