% nodeID , nodeType , latDeg , lonDeg , altMeters , parcelWtLbs
0, 0, 37.500742, 126.952467, 0.000000, -1.000000
1, 1, 37.510831, 126.905100, 0.000000, 100.000000
2, 1, 37.496883, 126.925653, 0.000000, 4.000000
3, 1, 37.502681, 126.916689, 0.000000, 3.000000
4, 1, 37.505553, 126.945504, 0.000000, 3.000000
5, 1, 37.497810, 126.915147, 0.000000, 2.000000
6, 1, 37.497825, 126.907629, 0.000000, 3.000000
7, 1, 37.501993, 126.912677, 0.000000, 2.000000
8, 1, 37.501460, 126.946931, 0.000000, 2.000000
9, 1, 37.497831, 126.948177, 0.000000, 1.000000
10, 1, 37.510532, 126.925075, 0.000000, 2.000000
11, 1, 37.495252, 126.923226, 0.000000, 3.000000
12, 1, 37.496591, 126.927789, 0.000000, 4.000000
13, 1, 37.511841, 126.912378, 0.000000, 2.000000
14, 1, 37.508982, 126.949736, 0.000000, 2.000000
15, 1, 37.512662, 126.954244, 0.000000, 5.000000
16, 1, 37.497937, 126.934038, 0.000000, 2.000000
17, 1, 37.497686, 126.918048, 0.000000, 5.000000
18, 1, 37.513327, 126.952252, 0.000000, 3.000000
19, 1, 37.509991, 126.930030, 0.000000, 100.000000
20, 1, 37.501574, 126.929810, 0.000000, 100.000000
21, 1, 37.512846, 126.950896, 0.000000, 4.000000
22, 1, 37.510310, 126.927543, 0.000000, 5.000000
23, 1, 37.508004, 126.910666, 0.000000, 4.000000
24, 1, 37.510755, 126.925258, 0.000000, 1.000000
25, 1, 37.506626, 126.947425, 0.000000, 4.000000
